Shear strain (%), Vert strain (%), Shear stress (atm), Shear stress ratio, Vert eff stress (atm), Vert eff stress ratio
0.326, 4.72966e-05, 0.128955, 0.572116, 0.225208, 0.89996
0.336, 4.29424e-05, 0.13132, 0.576875, 0.227458, 0.908911
0.346, 3.83635e-05, 0.133724, 0.581404, 0.229827, 0.91834
0.356, 3.35782e-05, 0.136163, 0.585719, 0.232304, 0.928208
0.366, 2.86026e-05, 0.138636, 0.589835, 0.234882, 0.938479
0.376, 2.34512e-05, 0.141141, 0.593763, 0.237552, 0.949124
0.386, 1.81368e-05, 0.143676, 0.597516, 0.240308, 0.960115
0.396, 1.26711e-05, 0.14624, 0.601104, 0.243143, 0.971426
0.406, 7.06445e-06, 0.148831, 0.604538, 0.246053, 0.983036
0.416, 1.32619e-06, 0.151448, 0.607826, 0.249032, 0.994924
0.426, -4.53519e-06, 0.15409, 0.610978, 0.252075, 1.00707
0.436, -1.0512e-05, 0.156756, 0.614, 0.255179, 1.01947
0.446, -1.65974e-05, 0.159444, 0.6169, 0.25834, 1.03209
0.456, -2.27849e-05, 0.162153, 0.619686, 0.261555, 1.04493
0.466, -2.90689e-05, 0.164883, 0.622362, 0.26482, 1.05797
0.476, -3.54441e-05, 0.167633, 0.624934, 0.268134, 1.0712
0.486, -4.19057e-05, 0.170402, 0.627409, 0.271492, 1.08462
0.496, -4.84493e-05, 0.17319, 0.629791, 0.274893, 1.09821
0.506, -5.5071e-05, 0.175994, 0.632085, 0.278336, 1.11196
0.516, -6.1767e-05, 0.178816, 0.634294, 0.281817, 1.12587
0.526, -6.85339e-05, 0.181654, 0.636424, 0.285335, 1.13993
0.536, -7.53686e-05, 0.184507, 0.638477, 0.288889, 1.15413
0.546, -8.22682e-05, 0.187376, 0.640457, 0.292477, 1.16847
0.556, -8.92302e-05, 0.190259, 0.642369, 0.296098, 1.18294
0.566, -9.6252e-05, 0.193157, 0.644214, 0.299749, 1.19753
0.576, -0.000103331, 0.196068, 0.645995, 0.303431, 1.21225
0.586, -0.000110466, 0.198993, 0.647716, 0.307142, 1.22708
0.596, -0.000117654, 0.20193, 0.649379, 0.310881, 1.24202
0.606, -0.000124894, 0.204881, 0.650986, 0.314647, 1.25708
0.616, -0.000132185, 0.207843, 0.65254, 0.318439, 1.27223
0.626, -0.000139523, 0.210817, 0.654043, 0.322257, 1.28749
0.636, -0.000145992, 0.21486, 0.659611, 0.325668, 1.30116
0.646, -0.000153275, 0.217812, 0.660998, 0.329452, 1.31629
0.656, -0.00016064, 0.220773, 0.66234, 0.333257, 1.3315
0.666, -0.000168007, 0.223744, 0.66364, 0.337083, 1.3468
0.676, -0.000175401, 0.226725, 0.664898, 0.340929, 1.36217
0.686, -0.000182833, 0.229716, 0.666117, 0.344796, 1.37763
0.696, -0.000190302, 0.232715, 0.667299, 0.348681, 1.39317
0.706, -0.000197807, 0.235724, 0.668443, 0.352586, 1.40878
0.716, -0.000205348, 0.238741, 0.669552, 0.35651, 1.42447
0.726, -0.000212924, 0.241767, 0.670626, 0.360452, 1.44023
0.736, -0.000220535, 0.244801, 0.671668, 0.364412, 1.45606
0.746, -0.000228179, 0.247844, 0.672677, 0.368389, 1.47196
0.756, -0.000235856, 0.250894, 0.673656, 0.372384, 1.48793
0.766, -0.000243566, 0.253953, 0.674604, 0.376396, 1.50397
0.776, -0.000251308, 0.25702, 0.675524, 0.380424, 1.52008
0.786, -0.000259086, 0.26009, 0.676401, 0.384473, 1.53627
0.796, -0.000266914, 0.263161, 0.677219, 0.388546, 1.55255
0.806, -0.000274789, 0.266233, 0.677982, 0.392643, 1.56893
0.816, -0.000282708, 0.269307, 0.678693, 0.396762, 1.5854
0.826, -0.000290669, 0.272383, 0.679358, 0.400904, 1.60196
0.836, -0.000298672, 0.275463, 0.679981, 0.405068, 1.6186
0.846, -0.000306714, 0.278545, 0.680563, 0.409252, 1.63533
0.856, -0.000314795, 0.281631, 0.68111, 0.413457, 1.65214
0.866, -0.000322915, 0.284722, 0.681623, 0.417681, 1.66903
0.876, -0.000331071, 0.287816, 0.682104, 0.421925, 1.686
0.886, -0.000339264, 0.290916, 0.682556, 0.426188, 1.70304
0.896, -0.000347492, 0.29402, 0.682981, 0.43047, 1.72016
0.906, -0.000355756, 0.29713, 0.683381, 0.434769, 1.73735
0.916, -0.000364054, 0.300245, 0.683758, 0.439087, 1.75462
0.926, -0.000372385, 0.303366, 0.684112, 0.443422, 1.77195
0.936, -0.000380751, 0.306492, 0.684445, 0.447776, 1.78936
0.946, -0.000389155, 0.309624, 0.684755, 0.452149, 1.80684
0.956, -0.000397599, 0.312763, 0.68504, 0.456543, 1.82441
0.966, -0.000406082, 0.315907, 0.685304, 0.460957, 1.84206
0.976, -0.000414603, 0.319058, 0.685548, 0.46539, 1.85978
0.986, -0.000423161, 0.322215, 0.685772, 0.469843, 1.87759
0.996, -0.000431755, 0.325379, 0.685978, 0.474315, 1.89547
1.006, -0.000440385, 0.328549, 0.686167, 0.478805, 1.91342
1.016, -0.00044905, 0.331726, 0.68634, 0.483314, 1.93145
1.026, -0.000457751, 0.33491, 0.686499, 0.487842, 1.94955
1.036, -0.000466486, 0.338101, 0.686643, 0.492387, 1.96773
1.046, -0.000475254, 0.341298, 0.686774, 0.49695, 1.98597
1.056, -0.000484057, 0.344503, 0.686893, 0.50153, 2.00428
1.066, -0.000492892, 0.347715, 0.687, 0.506128, 2.02267
1.076, -0.000501761, 0.350934, 0.687096, 0.510742, 2.04112
1.086, -0.000510662, 0.35416, 0.687182, 0.515374, 2.05964
1.096, -0.000519595, 0.357394, 0.687258, 0.520023, 2.07823
1.106, -0.00052856, 0.360634, 0.687325, 0.524688, 2.09688
1.116, -0.000537557, 0.363883, 0.687383, 0.52937, 2.1156
1.126, -0.000546585, 0.367138, 0.687433, 0.534068, 2.13439
1.136, -0.000555644, 0.370401, 0.687475, 0.538782, 2.15324
1.146, -0.000564734, 0.373672, 0.68751, 0.543512, 2.17215
1.156, -0.000573854, 0.37695, 0.687538, 0.548259, 2.19113
1.166, -0.000583005, 0.380235, 0.687559, 0.55302, 2.21017
1.176, -0.000592186, 0.383528, 0.687574, 0.557798, 2.22928
1.186, -0.000601397, 0.386829, 0.687584, 0.562591, 2.24845
1.196, -0.000610637, 0.390138, 0.687589, 0.5674, 2.26767
1.206, -0.000619907, 0.393454, 0.687588, 0.572224, 2.28696
1.216, -0.000629205, 0.396778, 0.687583, 0.577063, 2.30631
1.226, -0.000638533, 0.40011, 0.687573, 0.581917, 2.32572
1.236, -0.000647889, 0.403449, 0.687559, 0.586786, 2.34519
1.246, -0.000657274, 0.406796, 0.687542, 0.59167, 2.36472
1.256, -0.000666687, 0.410152, 0.687521, 0.596568, 2.38431
1.266, -0.000676127, 0.413515, 0.687497, 0.601481, 2.40396
1.276, -0.000685595, 0.416886, 0.68747, 0.606408, 2.42366
1.286, -0.00069509, 0.420265, 0.68744, 0.61135, 2.44342
1.296, -0.000704612, 0.423652, 0.687409, 0.616305, 2.46324
1.306, -0.000714161, 0.427047, 0.687375, 0.621274, 2.48311
1.316, -0.000723633, 0.430376, 0.687307, 0.626178, 2.50277
1.326, -0.000732873, 0.433717, 0.687331, 0.631012, 2.52212
1.336, -0.000742128, 0.437067, 0.687385, 0.635841, 2.54141
1.346, -0.000751397, 0.440424, 0.687429, 0.640674, 2.56078
1.356, -0.000760737, 0.443788, 0.687472, 0.645527, 2.58018
1.366, -0.000770154, 0.447159, 0.687479, 0.650424, 2.59977
1.376, -0.000779578, 0.450538, 0.687488, 0.655331, 2.61939
1.386, -0.000788968, 0.453925, 0.687532, 0.660229, 2.63892
1.396, -0.000798422, 0.45732, 0.687553, 0.665139, 2.65859
1.406, -0.000807919, 0.460721, 0.687554, 0.67009, 2.67837
1.416, -0.000817522, 0.464129, 0.687526, 0.675074, 2.6983
1.426, -0.000827087, 0.467545, 0.687508, 0.680067, 2.71824
1.436, -0.000836903, 0.470964, 0.687377, 0.685176, 2.73865
1.446, -0.000846583, 0.474395, 0.687345, 0.690193, 2.75874
1.456, -0.00085628, 0.477833, 0.687295, 0.695236, 2.77894
1.466, -0.000865848, 0.48128, 0.687323, 0.700224, 2.79889
1.476, -0.000875546, 0.484734, 0.687284, 0.705283, 2.81914
1.486, -0.000885271, 0.488195, 0.687268, 0.710353, 2.83935
1.496, -0.000895065, 0.491663, 0.687228, 0.715429, 2.85969
1.506, -0.00090486, 0.495138, 0.687183, 0.720546, 2.88011
1.516, -0.000914775, 0.49862, 0.687112, 0.725678, 2.90067
1.526, -0.000924567, 0.50211, 0.68708, 0.730801, 2.92112
1.536, -0.000934386, 0.505609, 0.687067, 0.735904, 2.94154
1.546, -0.000944242, 0.509115, 0.687042, 0.741031, 2.96205
1.556, -0.000954186, 0.512627, 0.686977, 0.746219, 2.98278
1.566, -0.000964165, 0.516146, 0.686927, 0.75139, 3.00349
1.576, -0.000974142, 0.519673, 0.686865, 0.756601, 3.02429
1.586, -0.00098415, 0.523208, 0.686813, 0.761803, 3.0451
1.596, -0.000994085, 0.526751, 0.686804, 0.766962, 3.06577
1.606, -0.00100408, 0.5303, 0.686759, 0.772191, 3.08665
1.616, -0.00101419, 0.533856, 0.686702, 0.777426, 3.10761
1.626, -0.00102437, 0.537419, 0.686599, 0.78274, 3.12882
1.636, -0.00103449, 0.54099, 0.686544, 0.787988, 3.14988
1.646, -0.00104458, 0.544568, 0.686511, 0.793251, 3.17088
1.656, -0.00105479, 0.548153, 0.686433, 0.798563, 3.19212
1.666, -0.0010651, 0.551744, 0.686316, 0.803936, 3.21359
1.676, -0.00107533, 0.555344, 0.686262, 0.809235, 3.23482
1.686, -0.00108555, 0.55895, 0.686191, 0.814584, 3.25617
1.696, -0.00109583, 0.562565, 0.686132, 0.819914, 3.27752
1.706, -0.00110603, 0.566187, 0.686101, 0.825229, 3.29878
1.716, -0.00111626, 0.569816, 0.686064, 0.830558, 3.32011
1.726, -0.00112655, 0.573452, 0.686026, 0.835908, 3.34149
1.736, -0.00113696, 0.577094, 0.685934, 0.841341, 3.36318
1.746, -0.00114738, 0.580744, 0.685863, 0.846738, 3.3848
1.756, -0.00115777, 0.584401, 0.685803, 0.852148, 3.40643
1.766, -0.00116815, 0.588065, 0.685743, 0.85756, 3.4281
1.776, -0.00117859, 0.591736, 0.685681, 0.863004, 3.44982
1.786, -0.00118901, 0.595415, 0.685645, 0.868406, 3.47146
1.796, -0.00119946, 0.5991, 0.685587, 0.873855, 3.49325
1.806, -0.00120997, 0.602793, 0.685523, 0.87932, 3.51511
1.816, -0.00122053, 0.606492, 0.685441, 0.884821, 3.53712
1.826, -0.00123103, 0.610198, 0.685403, 0.890288, 3.55894
1.836, -0.00124163, 0.613911, 0.685325, 0.895809, 3.58101
1.846, -0.00125228, 0.617631, 0.685248, 0.901328, 3.60313
1.856, -0.00126289, 0.621358, 0.685175, 0.906876, 3.62527
1.866, -0.00127354, 0.625092, 0.685111, 0.912404, 3.6474
1.876, -0.00128414, 0.628834, 0.685066, 0.917926, 3.66948
1.886, -0.00129484, 0.632581, 0.684991, 0.9235, 3.69176
1.896, -0.00130559, 0.636336, 0.68491, 0.929092, 3.71412
1.906, -0.00131633, 0.640097, 0.684838, 0.934676, 3.73648
1.916, -0.00132705, 0.643866, 0.684781, 0.940264, 3.7588
1.926, -0.00133781, 0.647642, 0.684717, 0.945857, 3.7812
1.936, -0.00134856, 0.651424, 0.684667, 0.951454, 3.80358
1.946, -0.00135935, 0.655213, 0.684606, 0.957071, 3.82605
1.956, -0.00137018, 0.659009, 0.684545, 0.962704, 3.84857
1.966, -0.00138102, 0.662812, 0.684481, 0.968349, 3.87114
1.976, -0.00139189, 0.666621, 0.684416, 0.974004, 3.89377
1.986, -0.00140273, 0.670438, 0.684371, 0.979652, 3.91633
1.996, -0.00141364, 0.674261, 0.684307, 0.985332, 3.93904
2.006, -0.00142457, 0.678091, 0.684244, 0.991015, 3.96179
2.016, -0.00143551, 0.681927, 0.684179, 0.996714, 3.98459
2.026, -0.00144647, 0.68577, 0.684127, 1.00241, 4.00736
2.036, -0.00145744, 0.68962, 0.684068, 1.00812, 4.03021
2.046, -0.00146848, 0.693476, 0.683993, 1.01387, 4.0532
2.056, -0.0014795, 0.697339, 0.683938, 1.01961, 4.07612
2.066, -0.00149059, 0.701209, 0.683859, 1.02539, 4.09922
2.076, -0.00150179, 0.705084, 0.683761, 1.0312, 4.12247
2.086, -0.00151289, 0.708967, 0.68369, 1.03698, 4.14561
2.096, -0.00152401, 0.712856, 0.683627, 1.04277, 4.16875
2.106, -0.00153516, 0.716752, 0.683558, 1.04857, 4.19196
2.116, -0.00154634, 0.720655, 0.683487, 1.05439, 4.21523
2.126, -0.00155754, 0.724563, 0.683415, 1.06022, 4.23855
2.136, -0.00156883, 0.728478, 0.683322, 1.06609, 4.26204
2.146, -0.00158004, 0.7324, 0.683263, 1.07193, 4.28537
2.156, -0.00159127, 0.736329, 0.683197, 1.07778, 4.30878
2.166, -0.00160254, 0.740264, 0.68313, 1.08364, 4.33224
2.176, -0.00161384, 0.744205, 0.68306, 1.08953, 4.35576
2.186, -0.00162527, 0.748152, 0.682956, 1.09548, 4.37954
2.196, -0.00163668, 0.752106, 0.682867, 1.1014, 4.40326
2.206, -0.00164803, 0.756067, 0.682803, 1.10731, 4.42687
2.216, -0.00165939, 0.760034, 0.682736, 1.11323, 4.45055
2.226, -0.00167077, 0.764007, 0.682671, 1.11915, 4.47425
2.236, -0.0016822, 0.767987, 0.682599, 1.1251, 4.49804
2.246, -0.00169365, 0.771973, 0.682525, 1.13107, 4.52188
2.256, -0.00170514, 0.775965, 0.682449, 1.13704, 4.54578
2.266, -0.00171661, 0.779964, 0.682384, 1.14301, 4.56965
2.276, -0.00172811, 0.783969, 0.682315, 1.14899, 4.59359
2.286, -0.00173963, 0.787981, 0.682246, 1.15499, 4.61757
2.296, -0.00175116, 0.791998, 0.682179, 1.16099, 4.64157
2.306, -0.00176272, 0.796022, 0.682109, 1.16701, 4.66564
2.316, -0.00177434, 0.800052, 0.682028, 1.17306, 4.68983
2.326, -0.00178602, 0.804088, 0.681934, 1.17914, 4.71414
2.336, -0.00179767, 0.80813, 0.681861, 1.18519, 4.73836
2.346, -0.00180935, 0.812178, 0.681779, 1.19128, 4.76268
2.356, -0.00182104, 0.816233, 0.681701, 1.19736, 4.78701
2.366, -0.00183278, 0.820294, 0.681614, 1.20347, 4.81145
2.376, -0.00184454, 0.82436, 0.681528, 1.20959, 4.83592
2.386, -0.00185626, 0.828434, 0.681456, 1.2157, 4.86034
2.396, -0.00186809, 0.832512, 0.681359, 1.22186, 4.88497
2.406, -0.00187994, 0.836597, 0.681268, 1.22802, 4.9096
2.416, -0.0018918, 0.840688, 0.681176, 1.23419, 4.93429
2.426, -0.00190363, 0.844786, 0.681096, 1.24035, 4.95892
2.436, -0.00191553, 0.848889, 0.681003, 1.24654, 4.9837
2.446, -0.00192739, 0.852998, 0.680927, 1.25272, 5.00839
2.456, -0.00193929, 0.857114, 0.680846, 1.25891, 5.03316
2.466, -0.00195118, 0.861235, 0.680771, 1.2651, 5.05793
2.476, -0.0019631, 0.865363, 0.680698, 1.2713, 5.08272
2.486, -0.00197509, 0.869496, 0.680606, 1.27754, 5.10769
2.496, -0.00198706, 0.873635, 0.68053, 1.28377, 5.13259
2.506, -0.00199905, 0.87778, 0.680449, 1.29002, 5.15757
2.516, -0.00201106, 0.881931, 0.680372, 1.29627, 5.18255
2.526, -0.00202308, 0.886088, 0.680295, 1.30252, 5.20758
2.536, -0.00203513, 0.890251, 0.680217, 1.30879, 5.23265
2.546, -0.00204726, 0.89442, 0.68012, 1.31511, 5.25791
2.556, -0.00205941, 0.898594, 0.68003, 1.32142, 5.28316
2.566, -0.00207157, 0.902774, 0.679934, 1.32775, 5.30849
2.576, -0.00208371, 0.906961, 0.679853, 1.33407, 5.33375
2.586, -0.00209584, 0.911153, 0.679775, 1.34039, 5.35902
2.596, -0.002108, 0.915351, 0.679697, 1.34672, 5.38435
2.606, -0.00212021, 0.919554, 0.67961, 1.35308, 5.40977
2.616, -0.00213242, 0.923764, 0.679532, 1.35943, 5.43517
2.626, -0.00214465, 0.927979, 0.679448, 1.3658, 5.46065
2.636, -0.00215697, 0.932199, 0.679353, 1.3722, 5.48626
2.646, -0.00216924, 0.936426, 0.67927, 1.37859, 5.51182
2.656, -0.00218155, 0.940658, 0.679183, 1.385, 5.53744
2.666, -0.00219385, 0.944896, 0.679105, 1.3914, 5.56303
2.676, -0.00220616, 0.949139, 0.679027, 1.39781, 5.58867
2.686, -0.0022185, 0.953389, 0.678946, 1.40423, 5.61437
2.696, -0.00223085, 0.957643, 0.67887, 1.41066, 5.64006
2.706, -0.00224321, 0.961904, 0.678792, 1.4171, 5.66581
2.716, -0.00225561, 0.96617, 0.678713, 1.42355, 5.69162
2.726, -0.00226808, 0.970442, 0.678622, 1.43003, 5.71755
2.736, -0.00228053, 0.974719, 0.678536, 1.43652, 5.74348
2.746, -0.00229301, 0.979001, 0.678452, 1.44301, 5.76944
2.756, -0.00230548, 0.98329, 0.678369, 1.44951, 5.79543
2.766, -0.00231798, 0.987583, 0.678289, 1.45601, 5.82144
2.776, -0.0023305, 0.991883, 0.678207, 1.46253, 5.84749
2.786, -0.00234304, 0.996187, 0.678122, 1.46906, 5.87361
2.796, -0.00235559, 1.0005, 0.678042, 1.47559, 5.89973
2.806, -0.00236815, 1.00481, 0.677963, 1.48212, 5.92588
2.816, -0.00238073, 1.00913, 0.677883, 1.48868, 5.95207
2.826, -0.00239337, 1.01346, 0.677796, 1.49525, 5.97836
2.836, -0.00240601, 1.01779, 0.677712, 1.50182, 6.00467
2.846, -0.00241866, 1.02213, 0.677628, 1.50841, 6.03102
2.856, -0.00243136, 1.02647, 0.677537, 1.51502, 6.05746
2.866, -0.00244404, 1.03082, 0.677458, 1.52162, 6.08384
2.876, -0.00245675, 1.03517, 0.677372, 1.52824, 6.11031
2.886, -0.00246946, 1.03953, 0.677292, 1.53485, 6.13677
2.896, -0.00248219, 1.0439, 0.677213, 1.54148, 6.16327
2.906, -0.00249495, 1.04827, 0.67713, 1.54812, 6.18982
2.916, -0.00250771, 1.05264, 0.67705, 1.55477, 6.2164
2.926, -0.00252052, 1.05702, 0.676964, 1.56143, 6.24307
2.936, -0.00253335, 1.06141, 0.676878, 1.56811, 6.26977
2.946, -0.00254619, 1.0658, 0.676794, 1.57479, 6.2965
2.956, -0.00255904, 1.07019, 0.676712, 1.58148, 6.32324
2.966, -0.0025719, 1.07459, 0.67663, 1.58817, 6.35001
2.976, -0.00258479, 1.079, 0.676547, 1.59488, 6.37684
2.986, -0.00259769, 1.08341, 0.676463, 1.6016, 6.40371
2.996, -0.00261063, 1.08783, 0.676377, 1.60834, 6.43064
3.006, -0.00262359, 1.09225, 0.67629, 1.61508, 6.45762
3.016, -0.00263661, 1.09667, 0.676195, 1.62185, 6.4847
3.026, -0.0026496, 1.10111, 0.67611, 1.62861, 6.51174
3.036, -0.0026626, 1.10554, 0.676025, 1.63538, 6.53881
3.046, -0.0026756, 1.10998, 0.675943, 1.64215, 6.56588
3.056, -0.00268862, 1.11443, 0.675861, 1.64892, 6.59299
3.066, -0.00270166, 1.11888, 0.67578, 1.65571, 6.62013
3.076, -0.00271471, 1.12334, 0.675699, 1.66251, 6.64731
3.086, -0.0027278, 1.1278, 0.675614, 1.66932, 6.67456
3.096, -0.0027409, 1.13227, 0.675531, 1.67614, 6.70183
3.106, -0.00275401, 1.13674, 0.67545, 1.68296, 6.72911
3.116, -0.00276713, 1.14122, 0.675369, 1.68979, 6.75643
3.126, -0.00278027, 1.1457, 0.675288, 1.69663, 6.78378
3.136, -0.00279343, 1.15019, 0.675206, 1.70348, 6.81119
3.146, -0.00280661, 1.15468, 0.675125, 1.71034, 6.83862
3.156, -0.00281985, 1.15918, 0.675035, 1.71723, 6.86618
3.166, -0.00283307, 1.16368, 0.674953, 1.72411, 6.89368
3.176, -0.0028463, 1.16818, 0.67487, 1.731, 6.92123
3.186, -0.00285959, 1.1727, 0.67478, 1.73791, 6.9489
3.196, -0.00287286, 1.17721, 0.674699, 1.74482, 6.97651
3.206, -0.00288616, 1.18173, 0.674612, 1.75174, 7.0042
3.216, -0.00289947, 1.18626, 0.674527, 1.75867, 7.03192
3.226, -0.0029128, 1.19079, 0.674442, 1.76561, 7.05968
3.236, -0.00292615, 1.19532, 0.674359, 1.77256, 7.08745
3.246, -0.0029395, 1.19987, 0.674276, 1.77951, 7.11526
3.256, -0.00295287, 1.20441, 0.674193, 1.78647, 7.14309
3.266, -0.00296626, 1.20896, 0.674111, 1.79343, 7.17095
3.276, -0.00297966, 1.21351, 0.67403, 1.80041, 7.19884
3.286, -0.00299308, 1.21807, 0.673945, 1.8074, 7.2268
3.296, -0.00300652, 1.22264, 0.673863, 1.81439, 7.25477
3.306, -0.00302, 1.22721, 0.673776, 1.82141, 7.28283
3.316, -0.00303347, 1.23178, 0.673694, 1.82842, 7.31086
3.326, -0.00304694, 1.23636, 0.673613, 1.83543, 7.33892
3.336, -0.00306045, 1.24094, 0.673529, 1.84247, 7.36705
3.346, -0.00307398, 1.24553, 0.673446, 1.8495, 7.3952
3.356, -0.00308752, 1.25012, 0.673363, 1.85655, 7.42339
3.366, -0.00310107, 1.25471, 0.673281, 1.8636, 7.45159
3.376, -0.00311463, 1.25932, 0.673201, 1.87066, 7.47982
3.386, -0.0031282, 1.26392, 0.673121, 1.87773, 7.50808
3.396, -0.00314181, 1.26853, 0.673037, 1.88481, 7.53641
3.406, -0.00315543, 1.27315, 0.672954, 1.8919, 7.56476
3.416, -0.00316908, 1.27776, 0.672867, 1.89901, 7.59319
3.426, -0.00318274, 1.28239, 0.672785, 1.90611, 7.6216
3.436, -0.00319639, 1.28702, 0.672705, 1.91322, 7.65003
3.446, -0.00321008, 1.29165, 0.672622, 1.92034, 7.67852
3.456, -0.00322379, 1.29628, 0.672536, 1.92748, 7.70707
3.466, -0.00323752, 1.30093, 0.672452, 1.93462, 7.73563
3.476, -0.00325123, 1.30557, 0.672372, 1.94176, 7.7642
3.486, -0.00326498, 1.31022, 0.672289, 1.94892, 7.79282
3.496, -0.00327874, 1.31488, 0.672207, 1.95608, 7.82146
3.506, -0.00329251, 1.31954, 0.672126, 1.96325, 7.85013
3.516, -0.00330631, 1.3242, 0.672041, 1.97044, 7.87887
3.526, -0.00332013, 1.32887, 0.671959, 1.97762, 7.90762
3.536, -0.00333394, 1.33354, 0.671878, 1.98482, 7.93638
3.546, -0.00334777, 1.33821, 0.671797, 1.99202, 7.96518
3.556, -0.00336163, 1.3429, 0.671715, 1.99923, 7.99403
3.566, -0.0033755, 1.34758, 0.671633, 2.00645, 8.0229
3.576, -0.00338939, 1.35227, 0.67155, 2.01368, 8.05183
3.586, -0.0034033, 1.35696, 0.671468, 2.02092, 8.08077
3.596, -0.00341721, 1.36166, 0.671386, 2.02816, 8.10973
3.606, -0.00343113, 1.36636, 0.671306, 2.0354, 8.13871
3.616, -0.00344506, 1.37107, 0.671227, 2.04265, 8.16771
3.626, -0.00345901, 1.37578, 0.671147, 2.04992, 8.19676
3.636, -0.00347298, 1.38049, 0.671067, 2.05719, 8.22584
3.646, -0.00348699, 1.38521, 0.670982, 2.06448, 8.255
3.656, -0.003501, 1.38993, 0.6709, 2.07177, 8.28416
3.666, -0.00351502, 1.39466, 0.670819, 2.07907, 8.31335
3.676, -0.00352905, 1.39939, 0.670739, 2.08637, 8.34256
3.686, -0.00354309, 1.40413, 0.670658, 2.09368, 8.3718
3.696, -0.00355715, 1.40887, 0.670578, 2.101, 8.40106
3.706, -0.00357123, 1.41361, 0.670498, 2.10833, 8.43037
3.716, -0.00358534, 1.41836, 0.670414, 2.11567, 8.45974
3.726, -0.00359945, 1.42311, 0.670334, 2.12301, 8.48911
3.736, -0.00361356, 1.42786, 0.670253, 2.13036, 8.51851
3.746, -0.00362771, 1.43262, 0.670171, 2.13772, 8.54795
3.756, -0.00364185, 1.43739, 0.670092, 2.14509, 8.5774
3.766, -0.00365602, 1.44216, 0.670011, 2.15246, 8.60689
3.776, -0.0036702, 1.44693, 0.669931, 2.15984, 8.63641
3.786, -0.0036844, 1.4517, 0.66985, 2.16723, 8.66597
3.796, -0.0036986, 1.45648, 0.66977, 2.17463, 8.69555
3.806, -0.00371282, 1.46126, 0.66969, 2.18203, 8.72515
3.816, -0.00372706, 1.46605, 0.66961, 2.18944, 8.75479
3.826, -0.00374131, 1.47084, 0.66953, 2.19685, 8.78445
3.836, -0.00375557, 1.47564, 0.66945, 2.20428, 8.81415
3.846, -0.00376988, 1.48044, 0.669367, 2.21173, 8.84392
3.856, -0.00378417, 1.48524, 0.669288, 2.21916, 8.87367
3.866, -0.00379848, 1.49005, 0.669208, 2.22661, 8.90346
3.876, -0.00381279, 1.49486, 0.669129, 2.23406, 8.93327
3.886, -0.00382713, 1.49967, 0.669049, 2.24152, 8.96311
3.896, -0.00384149, 1.50449, 0.668968, 2.249, 8.993
3.906, -0.00385585, 1.50931, 0.668889, 2.25647, 9.0229
3.916, -0.00387023, 1.51414, 0.668808, 2.26396, 9.05284
