Shear strain (%), Vert strain (%), Shear stress (atm), Shear stress ratio, Vert eff stress (atm), Vert eff stress ratio
0.466, -0.000129345, 0.0829634, 0.708613, 0.117069, 2.3359
0.476, -0.000134629, 0.0849788, 0.70919, 0.119816, 2.3908
0.486, -0.000139962, 0.0870071, 0.709696, 0.12259, 2.44622
0.496, -0.000145343, 0.0890481, 0.710139, 0.125388, 2.50214
0.506, -0.000150771, 0.091102, 0.710527, 0.128211, 2.55855
0.516, -0.000156245, 0.0931688, 0.710867, 0.131058, 2.61544
0.526, -0.000161763, 0.0952485, 0.711164, 0.133928, 2.6728
0.536, -0.000167325, 0.097341, 0.711423, 0.136821, 2.73062
0.546, -0.000172931, 0.0994463, 0.711648, 0.139737, 2.78889
0.556, -0.00017858, 0.101565, 0.711841, 0.142675, 2.8476
0.566, -0.000184271, 0.103696, 0.712007, 0.145635, 2.90677
0.576, -0.000190004, 0.105839, 0.712147, 0.148617, 2.96636
0.586, -0.000195778, 0.107996, 0.712264, 0.151621, 3.0264
0.596, -0.000201594, 0.110165, 0.71236, 0.154647, 3.08686
0.606, -0.000207451, 0.112348, 0.712437, 0.157693, 3.14775
0.616, -0.000213349, 0.114543, 0.712496, 0.160761, 3.20907
0.626, -0.000219287, 0.11675, 0.712539, 0.16385, 3.27081
0.636, -0.000225265, 0.118971, 0.712567, 0.16696, 3.33297
0.646, -0.000231284, 0.121204, 0.712581, 0.170091, 3.39554
0.656, -0.000237342, 0.12345, 0.712584, 0.173243, 3.45853
0.666, -0.00024344, 0.125709, 0.712575, 0.176415, 3.52193
0.676, -0.000249576, 0.12797, 0.71253, 0.179607, 3.58575
0.686, -0.000255752, 0.130205, 0.712232, 0.18282, 3.64996
0.696, -0.000261967, 0.132453, 0.711937, 0.186053, 3.71458
0.706, -0.00026822, 0.134713, 0.711643, 0.189306, 3.7796
0.716, -0.00027451, 0.136986, 0.711355, 0.192578, 3.84501
0.726, -0.000280831, 0.139271, 0.711075, 0.195867, 3.91075
0.736, -0.000287182, 0.141566, 0.710803, 0.199171, 3.9768
0.746, -0.000293563, 0.143873, 0.71054, 0.202491, 4.04317
0.756, -0.000299973, 0.14619, 0.710283, 0.205826, 4.10984
0.766, -0.000306412, 0.148518, 0.710035, 0.209177, 4.17682
0.776, -0.000312881, 0.150856, 0.709793, 0.212543, 4.24411
0.786, -0.000319379, 0.153205, 0.709558, 0.215924, 4.3117
0.796, -0.000325906, 0.155565, 0.709329, 0.21932, 4.37959
0.806, -0.000332461, 0.157935, 0.709107, 0.222731, 4.44778
0.816, -0.000339045, 0.160316, 0.708891, 0.226157, 4.51627
0.826, -0.000345657, 0.162706, 0.70868, 0.229597, 4.58505
0.836, -0.000352297, 0.165107, 0.708475, 0.233052, 4.65413
0.846, -0.000358965, 0.167518, 0.708275, 0.236522, 4.72349
0.856, -0.000365661, 0.169939, 0.708081, 0.240006, 4.79314
0.866, -0.000372384, 0.17237, 0.707892, 0.243505, 4.86308
0.876, -0.000379135, 0.174811, 0.707707, 0.247017, 4.93331
0.886, -0.000385913, 0.177262, 0.707527, 0.250544, 5.00381
0.896, -0.000392717, 0.179723, 0.707352, 0.254085, 5.0746
0.906, -0.000399549, 0.182193, 0.70718, 0.25764, 5.14567
0.916, -0.000406407, 0.184674, 0.707014, 0.261208, 5.21702
0.926, -0.000413291, 0.187163, 0.706851, 0.264791, 5.28864
0.936, -0.000420202, 0.189663, 0.706692, 0.268387, 5.36053
0.946, -0.000427139, 0.192171, 0.706537, 0.271997, 5.4327
0.956, -0.000434102, 0.19469, 0.706385, 0.27562, 5.50514
0.966, -0.000441091, 0.197217, 0.706238, 0.279257, 5.57785
0.976, -0.000448105, 0.199739, 0.706055, 0.282907, 5.65082
0.986, -0.000455051, 0.202244, 0.705891, 0.286515, 5.72307
0.996, -0.000461985, 0.204761, 0.705772, 0.290129, 5.79531
1.006, -0.000468899, 0.207289, 0.705714, 0.293735, 5.8674
1.016, -0.000475993, 0.209825, 0.705465, 0.297428, 5.94135
1.026, -0.000483063, 0.212373, 0.705345, 0.3011, 6.01459
1.036, -0.000490149, 0.214932, 0.705199, 0.304789, 6.08837
1.046, -0.000497328, 0.217501, 0.704984, 0.308519, 6.16306
1.056, -0.00050449, 0.220081, 0.704841, 0.31225, 6.23749
1.066, -0.000511658, 0.222671, 0.704718, 0.315973, 6.31208
1.076, -0.000518833, 0.225273, 0.70461, 0.319714, 6.38686
1.086, -0.000526039, 0.227885, 0.70452, 0.32347, 6.4618
1.096, -0.000533294, 0.230508, 0.704396, 0.327243, 6.53737
1.106, -0.000540581, 0.23314, 0.704284, 0.331043, 6.61314
1.116, -0.000547918, 0.235783, 0.704152, 0.334858, 6.68942
1.126, -0.000555381, 0.238435, 0.703926, 0.338727, 6.76689
1.136, -0.000562742, 0.241099, 0.703831, 0.342558, 6.84348
1.146, -0.000570143, 0.243774, 0.703718, 0.346417, 6.92055
1.156, -0.000577631, 0.246457, 0.703547, 0.350318, 6.9985
1.166, -0.000585218, 0.249151, 0.703326, 0.354251, 7.07725
1.176, -0.000592754, 0.251855, 0.703174, 0.358171, 7.15567
1.186, -0.000600324, 0.254569, 0.703014, 0.362114, 7.23449
1.196, -0.000607946, 0.257294, 0.702838, 0.36609, 7.3138
1.206, -0.000615604, 0.260028, 0.702663, 0.370073, 7.39343
1.216, -0.000623297, 0.262773, 0.702494, 0.374059, 7.47331
1.226, -0.000630919, 0.265528, 0.702397, 0.37804, 7.55277
1.236, -0.000638696, 0.268292, 0.702187, 0.382093, 7.63373
1.246, -0.000646529, 0.271066, 0.701978, 0.386152, 7.71501
1.256, -0.000654245, 0.273852, 0.701888, 0.390168, 7.79534
1.266, -0.000662013, 0.276647, 0.701772, 0.39422, 7.87626
1.276, -0.000669834, 0.279452, 0.701646, 0.398286, 7.9576
1.286, -0.000677664, 0.282267, 0.701535, 0.402364, 8.03909
1.296, -0.000685603, 0.285091, 0.701343, 0.406496, 8.12179
1.306, -0.000693533, 0.287925, 0.701214, 0.41062, 8.2041
1.316, -0.000701439, 0.29077, 0.701112, 0.414736, 8.28641
1.326, -0.0007094, 0.293624, 0.700981, 0.418888, 8.36936
1.336, -0.000717443, 0.296487, 0.700819, 0.423062, 8.45298
1.346, -0.000725446, 0.299361, 0.700722, 0.427226, 8.53615
1.356, -0.000733482, 0.302245, 0.700608, 0.431408, 8.61983
1.366, -0.000741533, 0.305138, 0.700508, 0.4356, 8.70363
1.376, -0.000749658, 0.30804, 0.70037, 0.439837, 8.7882
1.386, -0.000757837, 0.310952, 0.700222, 0.444081, 8.87321
1.396, -0.000765977, 0.313874, 0.700127, 0.448321, 8.95785
1.406, -0.000774199, 0.316805, 0.699987, 0.452595, 9.04336
1.416, -0.00078247, 0.319746, 0.699819, 0.456903, 9.12954
1.426, -0.000790778, 0.322696, 0.699663, 0.461228, 9.21587
1.436, -0.000799156, 0.325655, 0.699469, 0.465579, 9.303
1.446, -0.000807457, 0.328624, 0.699359, 0.469904, 9.38936
1.456, -0.000815795, 0.331603, 0.69924, 0.474243, 9.47613
1.466, -0.000824152, 0.334591, 0.699127, 0.478591, 9.56311
1.476, -0.000832536, 0.337588, 0.699014, 0.482961, 9.65041
1.486, -0.000840993, 0.340595, 0.698875, 0.487356, 9.73834
1.496, -0.00084948, 0.343611, 0.698734, 0.491768, 9.8266
1.506, -0.000857928, 0.346637, 0.698639, 0.496168, 9.91452
1.516, -0.000866429, 0.349672, 0.698525, 0.500594, 10.003
1.526, -0.000874988, 0.352715, 0.698391, 0.505052, 10.0921
1.536, -0.000883574, 0.355769, 0.698266, 0.509511, 10.1813
1.546, -0.000892161, 0.358831, 0.69815, 0.513982, 10.2707
1.556, -0.000900785, 0.361903, 0.698031, 0.518469, 10.3604
1.566, -0.000909419, 0.364984, 0.697923, 0.522966, 10.4503
1.576, -0.00091813, 0.368073, 0.697784, 0.527497, 10.5409
1.586, -0.000926857, 0.371172, 0.697652, 0.532043, 10.6317
1.596, -0.000935571, 0.37428, 0.697551, 0.536572, 10.7223
1.606, -0.000944329, 0.377397, 0.69743, 0.541138, 10.8136
1.616, -0.000953137, 0.380524, 0.697306, 0.545716, 10.9051
1.626, -0.000961967, 0.383659, 0.69718, 0.550311, 10.997
1.636, -0.000970827, 0.386803, 0.697053, 0.554923, 11.0892
1.646, -0.000979702, 0.389956, 0.696932, 0.55954, 11.1816
1.656, -0.000988604, 0.393118, 0.696814, 0.564174, 11.2742
1.666, -0.000997545, 0.396289, 0.696692, 0.568826, 11.3672
1.676, -0.0010065, 0.399469, 0.696574, 0.573487, 11.4604
1.686, -0.00101548, 0.402657, 0.696456, 0.57816, 11.5539
1.696, -0.00102452, 0.405855, 0.696322, 0.582865, 11.6479
1.706, -0.00103359, 0.409061, 0.696191, 0.587582, 11.7422
1.716, -0.00104269, 0.412276, 0.696056, 0.592314, 11.8368
1.726, -0.00105177, 0.4155, 0.695939, 0.597048, 11.9314
1.736, -0.00106091, 0.418733, 0.69581, 0.601802, 12.0265
1.746, -0.00107007, 0.421974, 0.695689, 0.606564, 12.1218
1.756, -0.00107924, 0.425224, 0.695571, 0.611341, 12.2173
1.766, -0.00108845, 0.428483, 0.695451, 0.616134, 12.3131
1.776, -0.00109773, 0.43175, 0.695301, 0.620968, 12.4097
1.786, -0.00110701, 0.435026, 0.695172, 0.625791, 12.5062
1.796, -0.00111629, 0.438311, 0.695057, 0.630624, 12.6028
1.806, -0.00112565, 0.441604, 0.694912, 0.635491, 12.7001
1.816, -0.00113499, 0.444905, 0.694794, 0.640354, 12.7973
1.826, -0.00114438, 0.448216, 0.694664, 0.645237, 12.895
1.836, -0.00115379, 0.451535, 0.694536, 0.650136, 12.9929
1.846, -0.0011632, 0.454862, 0.694424, 0.65503, 13.0908
1.856, -0.00117263, 0.458198, 0.694309, 0.659943, 13.1891
1.866, -0.00118211, 0.461542, 0.694185, 0.664883, 13.2877
1.876, -0.00119162, 0.464895, 0.694067, 0.669824, 13.3866
1.886, -0.00120116, 0.468256, 0.693942, 0.674791, 13.4858
1.896, -0.00121074, 0.471626, 0.69381, 0.679776, 13.5855
1.906, -0.00122036, 0.475003, 0.693674, 0.684777, 13.6855
1.916, -0.00122997, 0.47839, 0.693554, 0.689776, 13.7855
1.926, -0.00123958, 0.481784, 0.69344, 0.694788, 13.8857
1.936, -0.00124926, 0.485187, 0.693316, 0.699818, 13.9863
1.946, -0.00125895, 0.488598, 0.69319, 0.704868, 14.0872
1.956, -0.00126866, 0.492018, 0.693074, 0.70992, 14.1883
1.966, -0.00127841, 0.495445, 0.69295, 0.71499, 14.2897
1.976, -0.00128818, 0.498881, 0.692828, 0.720079, 14.3914
1.986, -0.00129796, 0.502325, 0.692713, 0.72517, 14.4932
1.996, -0.0013078, 0.505777, 0.692588, 0.730284, 14.5955
2.006, -0.00131764, 0.509238, 0.692467, 0.735411, 14.6979
2.016, -0.0013275, 0.512706, 0.692356, 0.740538, 14.8005
2.026, -0.00133738, 0.516183, 0.692239, 0.745683, 14.9034
2.036, -0.00134729, 0.519668, 0.692125, 0.75084, 15.0065
2.046, -0.00135724, 0.52316, 0.692005, 0.756018, 15.11
2.056, -0.00136721, 0.526661, 0.69189, 0.761206, 15.2137
2.066, -0.00137722, 0.53017, 0.691764, 0.766416, 15.3179
2.076, -0.00138724, 0.533687, 0.691648, 0.77163, 15.4221
2.086, -0.0013973, 0.537212, 0.691523, 0.776866, 15.5268
2.096, -0.00140737, 0.540744, 0.691407, 0.782105, 15.6316
2.106, -0.00141746, 0.544285, 0.69129, 0.787361, 15.7367
2.116, -0.0014276, 0.547834, 0.691167, 0.792636, 15.8421
2.126, -0.00143776, 0.55139, 0.691044, 0.797924, 15.9479
2.136, -0.00144797, 0.554954, 0.69091, 0.803234, 16.0541
2.146, -0.00145817, 0.558526, 0.690795, 0.808542, 16.1602
2.156, -0.00146838, 0.562107, 0.69068, 0.81386, 16.2665
2.166, -0.00147862, 0.565694, 0.690566, 0.81919, 16.3731
2.176, -0.00148888, 0.56929, 0.690453, 0.824532, 16.4799
2.186, -0.00149921, 0.572893, 0.690323, 0.829908, 16.5874
2.196, -0.00150958, 0.576504, 0.69019, 0.8353, 16.6952
2.206, -0.00151994, 0.580123, 0.690069, 0.840689, 16.803
2.216, -0.0015303, 0.58375, 0.689957, 0.846081, 16.9108
2.226, -0.00154066, 0.587384, 0.689851, 0.851479, 17.0188
2.236, -0.00155107, 0.591026, 0.68974, 0.856897, 17.1271
2.246, -0.00156151, 0.594676, 0.689627, 0.862328, 17.2357
2.256, -0.00157199, 0.598333, 0.689508, 0.867784, 17.3447
2.266, -0.0015825, 0.601998, 0.689388, 0.873248, 17.4541
2.276, -0.00159299, 0.60567, 0.689281, 0.878713, 17.5633
2.286, -0.00160353, 0.60935, 0.689167, 0.884198, 17.673
2.296, -0.0016141, 0.613038, 0.689053, 0.889696, 17.7829
2.306, -0.00162469, 0.616733, 0.688938, 0.89521, 17.8931
2.316, -0.0016353, 0.620435, 0.688824, 0.900732, 18.0036
2.326, -0.00164594, 0.624145, 0.688711, 0.906265, 18.1143
2.336, -0.00165658, 0.627863, 0.688605, 0.911803, 18.225
2.346, -0.00166725, 0.631588, 0.688496, 0.91736, 18.3361
2.356, -0.00167795, 0.63532, 0.688387, 0.922926, 18.4474
2.366, -0.00168867, 0.63906, 0.688276, 0.928508, 18.559
2.376, -0.00169942, 0.642807, 0.688164, 0.934107, 18.6709
2.386, -0.0017102, 0.646562, 0.688053, 0.939714, 18.783
2.396, -0.00172101, 0.650324, 0.687939, 0.945338, 18.8955
2.406, -0.00173184, 0.654093, 0.687826, 0.950972, 19.0082
2.416, -0.00174268, 0.657869, 0.687717, 0.956614, 19.121
2.426, -0.00175353, 0.661653, 0.68761, 0.962265, 19.234
2.436, -0.00176443, 0.665444, 0.687497, 0.967936, 19.3474
2.446, -0.00177534, 0.669242, 0.687391, 0.973614, 19.4609
2.456, -0.00178628, 0.673048, 0.687278, 0.979312, 19.5748
2.466, -0.00179724, 0.67686, 0.687171, 0.985011, 19.6888
2.476, -0.00180821, 0.68068, 0.687063, 0.990727, 19.8031
2.486, -0.00181923, 0.684507, 0.686951, 0.99646, 19.9177
2.496, -0.00183025, 0.688342, 0.686845, 1.00219, 20.0324
2.506, -0.00184131, 0.692183, 0.686735, 1.00795, 20.1475
2.516, -0.00185237, 0.696031, 0.68663, 1.01371, 20.2626
2.526, -0.00186347, 0.699887, 0.686521, 1.01949, 20.3781
2.536, -0.00187459, 0.703749, 0.686415, 1.02527, 20.4938
2.546, -0.00188572, 0.707619, 0.686311, 1.03106, 20.6096
2.556, -0.00189688, 0.711495, 0.686204, 1.03688, 20.7258
2.566, -0.00190809, 0.715379, 0.686091, 1.0427, 20.8424
2.576, -0.0019193, 0.71927, 0.685984, 1.04854, 20.9591
2.586, -0.00193053, 0.723167, 0.685878, 1.05438, 21.076
2.596, -0.00194177, 0.727072, 0.685776, 1.06023, 21.1929
2.606, -0.00195303, 0.730983, 0.685673, 1.0661, 21.3102
2.616, -0.00196433, 0.734901, 0.685568, 1.07198, 21.4278
2.626, -0.00197564, 0.738827, 0.685465, 1.07786, 21.5455
2.636, -0.00198698, 0.742759, 0.685361, 1.08376, 21.6635
2.646, -0.00199834, 0.746698, 0.685257, 1.08968, 21.7817
2.656, -0.00200972, 0.750644, 0.685154, 1.0956, 21.9002
2.666, -0.00202112, 0.754596, 0.685052, 1.10153, 22.0188
2.676, -0.00203254, 0.758556, 0.684949, 1.10748, 22.1377
2.686, -0.00204399, 0.762522, 0.684847, 1.11344, 22.2568
2.696, -0.00205547, 0.766495, 0.684742, 1.11941, 22.3762
2.706, -0.00206696, 0.770474, 0.684638, 1.12539, 22.4959
2.716, -0.00207849, 0.774461, 0.684529, 1.13139, 22.6159
2.726, -0.00209004, 0.778454, 0.684423, 1.1374, 22.736
2.736, -0.0021016, 0.782453, 0.68432, 1.14342, 22.8564
2.746, -0.00211318, 0.78646, 0.684217, 1.14945, 22.9769
2.756, -0.00212479, 0.790473, 0.684113, 1.15549, 23.0977
2.766, -0.00213643, 0.794492, 0.684003, 1.16155, 23.2189
2.776, -0.00214811, 0.798518, 0.683891, 1.16763, 23.3404
2.786, -0.00215978, 0.802551, 0.68379, 1.1737, 23.4618
2.796, -0.00217147, 0.806591, 0.683685, 1.17979, 23.5836
2.806, -0.00218318, 0.810636, 0.683583, 1.18588, 23.7054
2.816, -0.00219492, 0.814689, 0.68348, 1.19199, 23.8276
2.826, -0.00220667, 0.818748, 0.683378, 1.19811, 23.9499
2.836, -0.00221844, 0.822813, 0.683277, 1.20423, 24.0724
2.846, -0.00223024, 0.826885, 0.683174, 1.21038, 24.1952
2.856, -0.00224208, 0.830963, 0.683069, 1.21653, 24.3183
2.866, -0.00225391, 0.835048, 0.682968, 1.22269, 24.4415
2.876, -0.00226577, 0.839139, 0.682867, 1.22887, 24.565
2.886, -0.00227768, 0.843237, 0.682759, 1.23506, 24.6889
2.896, -0.0022896, 0.847341, 0.682653, 1.24127, 24.8129
2.906, -0.00230152, 0.851451, 0.682552, 1.24747, 24.937
2.916, -0.00231346, 0.855568, 0.682451, 1.25369, 25.0613
2.926, -0.00232543, 0.859691, 0.682349, 1.25992, 25.1859
2.936, -0.00233741, 0.86382, 0.682249, 1.26615, 25.3106
2.946, -0.00234942, 0.867956, 0.682149, 1.2724, 25.4356
2.956, -0.00236144, 0.872097, 0.682049, 1.27866, 25.5607
2.966, -0.00237349, 0.876245, 0.681949, 1.28493, 25.6861
2.976, -0.00238556, 0.8804, 0.681847, 1.29122, 25.8118
2.986, -0.00239766, 0.88456, 0.681747, 1.29751, 25.9376
2.996, -0.00240978, 0.888727, 0.681644, 1.30382, 26.0638
3.006, -0.00242193, 0.8929, 0.681538, 1.31014, 26.1902
3.016, -0.00243409, 0.897079, 0.681438, 1.31647, 26.3167
3.026, -0.00244625, 0.901264, 0.68134, 1.3228, 26.4433
3.036, -0.00245844, 0.905455, 0.681241, 1.32914, 26.5702
3.046, -0.00247065, 0.909652, 0.68114, 1.3355, 26.6974
3.056, -0.00248289, 0.913856, 0.681042, 1.34187, 26.8246
3.066, -0.00249514, 0.918065, 0.680943, 1.34825, 26.9522
3.076, -0.00250741, 0.922281, 0.680844, 1.35463, 27.0799
3.086, -0.0025197, 0.926502, 0.680746, 1.36103, 27.2078
3.096, -0.00253201, 0.93073, 0.680646, 1.36744, 27.336
3.106, -0.00254437, 0.934963, 0.680543, 1.37387, 27.4645
3.116, -0.00255672, 0.939203, 0.680444, 1.3803, 27.5931
3.126, -0.00256909, 0.943448, 0.680347, 1.38674, 27.7218
3.136, -0.00258148, 0.9477, 0.680248, 1.39319, 27.8509
3.146, -0.00259389, 0.951957, 0.680152, 1.39964, 27.98
3.156, -0.00260632, 0.95622, 0.680055, 1.40611, 28.1093
3.166, -0.00261876, 0.960489, 0.679958, 1.41259, 28.2389
3.176, -0.00263124, 0.964764, 0.679859, 1.41909, 28.3687
3.186, -0.00264373, 0.969045, 0.679762, 1.42558, 28.4987
3.196, -0.00265624, 0.973331, 0.679664, 1.4321, 28.6289
3.206, -0.00266878, 0.977624, 0.679566, 1.43862, 28.7594
3.216, -0.00268133, 0.981922, 0.679468, 1.44515, 28.89
3.226, -0.0026939, 0.986226, 0.679369, 1.4517, 29.0209
3.236, -0.00270649, 0.990536, 0.679272, 1.45825, 29.1519
3.246, -0.00271909, 0.994851, 0.679176, 1.46481, 29.2831
3.256, -0.00273172, 0.999172, 0.679079, 1.47138, 29.4145
3.266, -0.00274436, 1.0035, 0.678983, 1.47796, 29.5461
3.276, -0.00275703, 1.00783, 0.678887, 1.48456, 29.6779
3.286, -0.00276972, 1.01217, 0.678788, 1.49116, 29.8101
3.296, -0.00278242, 1.01651, 0.678693, 1.49777, 29.9422
3.306, -0.00279515, 1.02086, 0.678596, 1.5044, 30.0747
3.316, -0.00280789, 1.02522, 0.678501, 1.51103, 30.2073
3.326, -0.00282064, 1.02958, 0.678407, 1.51766, 30.34
3.336, -0.00283341, 1.03395, 0.678313, 1.52431, 30.4729
3.346, -0.00284622, 1.03832, 0.678215, 1.53098, 30.6062
3.356, -0.00285904, 1.04269, 0.678119, 1.53765, 30.7397
3.366, -0.00287189, 1.04708, 0.678021, 1.54434, 30.8734
3.376, -0.00288474, 1.05147, 0.677926, 1.55103, 31.0071
3.386, -0.00289761, 1.05586, 0.67783, 1.55773, 31.1412
3.396, -0.00291051, 1.06026, 0.677733, 1.56444, 31.2754
3.406, -0.00292341, 1.06466, 0.67764, 1.57116, 31.4097
3.416, -0.00293634, 1.06907, 0.677545, 1.57789, 31.5443
3.426, -0.00294929, 1.07349, 0.677451, 1.58462, 31.679
3.436, -0.00296225, 1.07791, 0.677357, 1.59137, 31.8139
3.446, -0.00297523, 1.08234, 0.677264, 1.59813, 31.949
3.456, -0.00298823, 1.08677, 0.67717, 1.60489, 32.0843
3.466, -0.00300124, 1.09121, 0.677076, 1.61167, 32.2198
3.476, -0.00301428, 1.09565, 0.676983, 1.61845, 32.3554
3.486, -0.00302733, 1.1001, 0.676891, 1.62524, 32.4913
3.496, -0.0030404, 1.10455, 0.676797, 1.63205, 32.6273
3.506, -0.00305349, 1.10901, 0.676705, 1.63886, 32.7635
3.516, -0.0030666, 1.11347, 0.67661, 1.64569, 32.9001
3.526, -0.00307973, 1.11794, 0.676517, 1.65252, 33.0367
3.536, -0.00309287, 1.12242, 0.676425, 1.65936, 33.1735
3.546, -0.00310603, 1.1269, 0.676333, 1.66621, 33.3104
3.556, -0.00311921, 1.13138, 0.67624, 1.67307, 33.4476
3.566, -0.00313241, 1.13587, 0.676146, 1.67994, 33.5851
3.576, -0.00314563, 1.14036, 0.676054, 1.68682, 33.7226
3.586, -0.00315886, 1.14486, 0.675963, 1.6937, 33.8603
3.596, -0.0031721, 1.14937, 0.675871, 1.7006, 33.9982
3.606, -0.00318537, 1.15388, 0.675779, 1.7075, 34.1363
3.616, -0.00319865, 1.1584, 0.675688, 1.71442, 34.2745
3.626, -0.00321197, 1.16292, 0.675594, 1.72135, 34.4131
3.636, -0.00322529, 1.16744, 0.675503, 1.72828, 34.5517
3.646, -0.00323863, 1.17197, 0.675411, 1.73522, 34.6906
3.656, -0.00325198, 1.17651, 0.67532, 1.74217, 34.8295
3.666, -0.00326534, 1.18105, 0.67523, 1.74913, 34.9687
3.676, -0.00327873, 1.18559, 0.675139, 1.7561, 35.108
3.686, -0.00329214, 1.19014, 0.675048, 1.76308, 35.2476
3.696, -0.00330556, 1.1947, 0.674956, 1.77006, 35.3873
3.706, -0.00331901, 1.19926, 0.674865, 1.77706, 35.5272
3.716, -0.00333247, 1.20383, 0.674774, 1.78407, 35.6673
3.726, -0.00334594, 1.2084, 0.674684, 1.79108, 35.8076
3.736, -0.00335943, 1.21297, 0.674594, 1.7981, 35.948
3.746, -0.00337293, 1.21755, 0.674504, 1.80513, 36.0885
3.756, -0.00338646, 1.22214, 0.674415, 1.81217, 36.2293
3.766, -0.00339999, 1.22673, 0.674326, 1.81921, 36.3702
3.776, -0.00341355, 1.23132, 0.674237, 1.82627, 36.5113
3.786, -0.00342712, 1.23592, 0.674148, 1.83333, 36.6525
3.796, -0.00344071, 1.24053, 0.674058, 1.84041, 36.794
3.806, -0.00345431, 1.24513, 0.67397, 1.84749, 36.9356
3.816, -0.00346793, 1.24975, 0.673881, 1.85458, 37.0773
3.826, -0.00348157, 1.25437, 0.673792, 1.86168, 37.2193
3.836, -0.00349523, 1.25899, 0.673703, 1.86879, 37.3615
3.846, -0.00350891, 1.26362, 0.673613, 1.87591, 37.5039
3.856, -0.0035226, 1.26825, 0.673524, 1.88303, 37.6464
3.866, -0.0035363, 1.27289, 0.673436, 1.89016, 37.789
3.876, -0.00355002, 1.27753, 0.673348, 1.89731, 37.9318
3.886, -0.00356377, 1.28218, 0.673258, 1.90446, 38.0749
3.896, -0.00357753, 1.28683, 0.673169, 1.91162, 38.2181
3.906, -0.0035913, 1.29148, 0.673081, 1.91879, 38.3614
3.916, -0.00360508, 1.29614, 0.672993, 1.92597, 38.5049
