Shear strain (%), Vert strain (%), Shear stress (atm), Shear stress ratio, Vert eff stress (atm), Vert eff stress ratio
3.926, -0.00361888, 1.30081, 0.672906, 1.93315, 38.6486
3.936, -0.0036327, 1.30548, 0.672818, 1.94034, 38.7924
3.946, -0.00364654, 1.31015, 0.672731, 1.94754, 38.9364
3.956, -0.00366038, 1.31483, 0.672644, 1.95475, 39.0805
3.966, -0.00367425, 1.31952, 0.672556, 1.96197, 39.2249
3.976, -0.00368813, 1.3242, 0.672469, 1.96919, 39.3694
3.986, -0.00370203, 1.3289, 0.672382, 1.97643, 39.514
3.996, -0.00371594, 1.33359, 0.672295, 1.98367, 39.6589
4.006, -0.00372988, 1.33829, 0.672207, 1.99092, 39.8039
4.016, -0.00374382, 1.343, 0.67212, 1.99818, 39.949
4.026, -0.00375778, 1.34771, 0.672034, 2.00544, 40.0943
4.036, -0.00377176, 1.35242, 0.671947, 2.01272, 40.2398
4.046, -0.00378575, 1.35714, 0.671861, 2.02, 40.3855
4.056, -0.00379976, 1.36187, 0.671774, 2.02729, 40.5313
4.066, -0.00381378, 1.36659, 0.671688, 2.03459, 40.6773
4.076, -0.00382782, 1.37132, 0.671601, 2.0419, 40.8234
4.086, -0.00384187, 1.37606, 0.671515, 2.04921, 40.9697
4.096, -0.00385594, 1.3808, 0.671429, 2.05654, 41.1161
4.106, -0.00387003, 1.38555, 0.671343, 2.06387, 41.2627
4.116, -0.00388413, 1.3903, 0.671257, 2.07121, 41.4095
4.126, -0.00389824, 1.39505, 0.671172, 2.07855, 41.5564
4.136, -0.00391237, 1.39981, 0.671086, 2.08591, 41.7035
4.146, -0.00392652, 1.40457, 0.671, 2.09327, 41.8508
4.156, -0.00394068, 1.40933, 0.670914, 2.10065, 41.9982
4.166, -0.00395487, 1.4141, 0.670827, 2.10803, 42.1458
4.176, -0.00396906, 1.41888, 0.670742, 2.11541, 42.2935
4.186, -0.00398326, 1.42366, 0.670657, 2.12281, 42.4414
4.196, -0.00399748, 1.42844, 0.670572, 2.13021, 42.5894
4.206, -0.00401172, 1.43323, 0.670486, 2.13762, 42.7376
4.216, -0.00402597, 1.43802, 0.670402, 2.14504, 42.8859
4.226, -0.00404023, 1.44281, 0.670317, 2.15246, 43.0344
4.236, -0.00405451, 1.44761, 0.670232, 2.1599, 43.183
4.246, -0.00406881, 1.45242, 0.670148, 2.16734, 43.3318
4.256, -0.00408311, 1.45722, 0.670064, 2.17478, 43.4807
4.266, -0.00409744, 1.46204, 0.669978, 2.18224, 43.6299
4.276, -0.00411178, 1.46685, 0.669894, 2.1897, 43.7791
4.286, -0.00412614, 1.47167, 0.669809, 2.19718, 43.9286
4.296, -0.0041405, 1.47649, 0.669725, 2.20465, 44.0781
4.306, -0.00415489, 1.48132, 0.669641, 2.21214, 44.2278
4.316, -0.00416928, 1.48615, 0.669557, 2.21963, 44.3777
4.326, -0.00418369, 1.49099, 0.669474, 2.22713, 44.5277
4.336, -0.00419811, 1.49583, 0.66939, 2.23464, 44.6778
4.346, -0.00421254, 1.50067, 0.669307, 2.24215, 44.828
4.356, -0.004227, 1.50552, 0.669224, 2.24968, 44.9785
4.366, -0.00424147, 1.51037, 0.66914, 2.25721, 45.1291
4.376, -0.00425594, 1.51522, 0.669057, 2.26474, 45.2798
4.386, -0.00427044, 1.52008, 0.668974, 2.27229, 45.4307
4.396, -0.00428495, 1.52495, 0.668891, 2.27984, 45.5817
4.406, -0.00429947, 1.52981, 0.668809, 2.2874, 45.7328
4.416, -0.004314, 1.53468, 0.668726, 2.29496, 45.8841
4.426, -0.00432855, 1.53956, 0.668643, 2.30254, 46.0356
4.436, -0.00434311, 1.54443, 0.668561, 2.31012, 46.1871
4.446, -0.00435769, 1.54932, 0.668478, 2.3177, 46.3389
4.456, -0.00437228, 1.5542, 0.668396, 2.3253, 46.4908
4.466, -0.00438689, 1.55909, 0.668313, 2.3329, 46.6429
4.476, -0.00440151, 1.56398, 0.668231, 2.34051, 46.795
4.486, -0.00441614, 1.56888, 0.668149, 2.34813, 46.9473
4.496, -0.00443079, 1.57378, 0.668067, 2.35575, 47.0998
4.506, -0.00444545, 1.57868, 0.667985, 2.36338, 47.2524
4.516, -0.00446012, 1.58359, 0.667903, 2.37102, 47.4052
4.526, -0.00447482, 1.5885, 0.66782, 2.37867, 47.5581
4.536, -0.00448952, 1.59342, 0.667738, 2.38632, 47.7112
4.546, -0.00450423, 1.59834, 0.667656, 2.39398, 47.8643
4.556, -0.00451896, 1.60326, 0.667574, 2.40165, 48.0176
4.566, -0.0045337, 1.60819, 0.667493, 2.40932, 48.1711
4.576, -0.00454846, 1.61311, 0.667411, 2.417, 48.3247
4.586, -0.00456323, 1.61805, 0.66733, 2.42469, 48.4784
4.596, -0.00457801, 1.62298, 0.667249, 2.43238, 48.6323
4.606, -0.0045928, 1.62792, 0.667168, 2.44008, 48.7862
4.616, -0.00460761, 1.63287, 0.667087, 2.44779, 48.9404
4.626, -0.00462243, 1.63781, 0.667006, 2.4555, 49.0946
4.636, -0.00463726, 1.64277, 0.666925, 2.46323, 49.249
4.646, -0.00465211, 1.64772, 0.666844, 2.47095, 49.4036
4.656, -0.00466697, 1.65268, 0.666763, 2.47869, 49.5583
4.666, -0.00468184, 1.65764, 0.666682, 2.48643, 49.7131
4.676, -0.00469672, 1.6626, 0.666602, 2.49418, 49.868
4.686, -0.00471162, 1.66757, 0.666522, 2.50193, 50.0231
4.696, -0.00472653, 1.67254, 0.666441, 2.50969, 50.1783
4.706, -0.00474145, 1.67752, 0.666361, 2.51746, 50.3337
4.716, -0.00475639, 1.68249, 0.66628, 2.52524, 50.4892
4.726, -0.00477134, 1.68748, 0.6662, 2.53301, 50.6447
4.736, -0.0047863, 1.69246, 0.66612, 2.5408, 50.8005
4.746, -0.00480127, 1.69745, 0.66604, 2.5486, 50.9564
4.756, -0.00481626, 1.70244, 0.66596, 2.5564, 51.1124
4.766, -0.00483126, 1.70743, 0.665881, 2.5642, 51.2685
4.776, -0.00484627, 1.71243, 0.665801, 2.57202, 51.4247
4.786, -0.0048613, 1.71743, 0.665721, 2.57984, 51.5812
4.796, -0.00487633, 1.72244, 0.665642, 2.58767, 51.7377
4.806, -0.00489138, 1.72745, 0.665563, 2.5955, 51.8943
4.816, -0.00490643, 1.73246, 0.665484, 2.60334, 52.051
4.826, -0.00492151, 1.73747, 0.665404, 2.61118, 52.208
4.836, -0.0049366, 1.74249, 0.665325, 2.61904, 52.365
4.846, -0.0049517, 1.74751, 0.665245, 2.6269, 52.5222
4.856, -0.00496681, 1.75253, 0.665166, 2.63476, 52.6795
4.866, -0.00498193, 1.75756, 0.665088, 2.64263, 52.8369
4.876, -0.00499706, 1.76259, 0.665008, 2.65051, 52.9944
4.886, -0.00501221, 1.76762, 0.66493, 2.65839, 53.1521
4.896, -0.00502737, 1.77266, 0.664851, 2.66628, 53.3099
4.906, -0.00504253, 1.7777, 0.664773, 2.67418, 53.4678
4.916, -0.00505771, 1.78274, 0.664694, 2.68208, 53.6258
4.926, -0.00507291, 1.78779, 0.664616, 2.68999, 53.784
4.936, -0.00508812, 1.79284, 0.664537, 2.69791, 53.9423
4.946, -0.00510333, 1.79789, 0.664459, 2.70583, 54.1007
4.956, -0.00511856, 1.80294, 0.66438, 2.71375, 54.2592
4.966, -0.0051338, 1.808, 0.664303, 2.72168, 54.4178
4.976, -0.00514905, 1.81306, 0.664225, 2.72962, 54.5766
4.986, -0.00516431, 1.81813, 0.664147, 2.73757, 54.7355
4.996, -0.00517959, 1.82319, 0.664069, 2.74552, 54.8945
5.006, -0.00519487, 1.82826, 0.663991, 2.75348, 55.0536
5.016, -0.00521017, 1.83334, 0.663914, 2.76144, 55.2128
5.026, -0.00522548, 1.83841, 0.663836, 2.76941, 55.3722
5.036, -0.0052408, 1.84349, 0.663759, 2.77738, 55.5317
5.046, -0.00525614, 1.84857, 0.663681, 2.78536, 55.6913
5.056, -0.00527148, 1.85366, 0.663604, 2.79335, 55.851
5.066, -0.00528684, 1.85874, 0.663526, 2.80134, 56.0109
5.076, -0.0053022, 1.86383, 0.663449, 2.80934, 56.1709
5.086, -0.00531758, 1.86893, 0.663372, 2.81735, 56.3309
5.096, -0.00533297, 1.87402, 0.663295, 2.82536, 56.4911
5.106, -0.00534837, 1.87912, 0.663218, 2.83337, 56.6514
5.116, -0.00536378, 1.88422, 0.663141, 2.84139, 56.8119
5.126, -0.0053792, 1.88933, 0.663064, 2.84942, 56.9724
5.136, -0.00539463, 1.89444, 0.662987, 2.85746, 57.133
5.146, -0.00541008, 1.89955, 0.662911, 2.86549, 57.2938
5.156, -0.00542553, 1.90466, 0.662834, 2.87354, 57.4547
5.166, -0.005441, 1.90977, 0.662757, 2.88159, 57.6157
5.176, -0.00545648, 1.91489, 0.662681, 2.88965, 57.7768
5.186, -0.00547197, 1.92001, 0.662604, 2.89771, 57.9381
5.196, -0.00548746, 1.92514, 0.662528, 2.90578, 58.0994
5.206, -0.00550298, 1.93026, 0.662451, 2.91385, 58.2609
5.216, -0.0055185, 1.93539, 0.662375, 2.92193, 58.4225
5.226, -0.00553403, 1.94052, 0.662299, 2.93001, 58.5841
5.236, -0.00554957, 1.94566, 0.662223, 2.9381, 58.7459
5.246, -0.00556512, 1.9508, 0.662148, 2.9462, 58.9078
5.256, -0.00558068, 1.95594, 0.662072, 2.9543, 59.0698
5.266, -0.00559626, 1.96108, 0.661996, 2.96241, 59.2319
5.276, -0.00561184, 1.96622, 0.661921, 2.97052, 59.3941
5.286, -0.00562743, 1.97137, 0.661845, 2.97863, 59.5564
5.296, -0.00564303, 1.97652, 0.66177, 2.98675, 59.7188
5.306, -0.00565865, 1.98167, 0.661695, 2.99488, 59.8814
5.316, -0.00567427, 1.98683, 0.661619, 3.00301, 60.044
5.326, -0.00568991, 1.99199, 0.661544, 3.01115, 60.2068
5.336, -0.00570555, 1.99715, 0.661469, 3.0193, 60.3696
5.346, -0.00572121, 2.00231, 0.661394, 3.02745, 60.5326
5.356, -0.00573688, 2.00748, 0.661318, 3.0356, 60.6958
5.366, -0.00575256, 2.01264, 0.661243, 3.04377, 60.859
5.376, -0.00576824, 2.01781, 0.661168, 3.05193, 61.0223
5.386, -0.00578394, 2.02299, 0.661093, 3.0601, 61.1857
5.396, -0.00579965, 2.02816, 0.661018, 3.06828, 61.3492
5.406, -0.00581537, 2.03334, 0.660943, 3.07646, 61.5128
5.416, -0.00583109, 2.03852, 0.660868, 3.08465, 61.6765
5.426, -0.00584683, 2.0437, 0.660794, 3.09284, 61.8403
5.436, -0.00586258, 2.04889, 0.660719, 3.10103, 62.0043
5.446, -0.00587833, 2.05408, 0.660645, 3.10924, 62.1683
5.456, -0.0058941, 2.05927, 0.66057, 3.11744, 62.3324
5.466, -0.00590988, 2.06446, 0.660496, 3.12565, 62.4966
5.476, -0.00592566, 2.06965, 0.660422, 3.13387, 62.661
5.486, -0.00594146, 2.07485, 0.660347, 3.14209, 62.8254
5.496, -0.00595726, 2.08005, 0.660274, 3.15032, 62.9899
5.506, -0.00597307, 2.08525, 0.6602, 3.15855, 63.1546
5.516, -0.0059889, 2.09046, 0.660126, 3.16679, 63.3193
5.526, -0.00600473, 2.09566, 0.660052, 3.17503, 63.4841
5.536, -0.00602058, 2.10087, 0.659978, 3.18328, 63.6491
5.546, -0.00603643, 2.10608, 0.659904, 3.19153, 63.8141
5.556, -0.00605229, 2.11129, 0.659831, 3.19979, 63.9792
5.566, -0.00606817, 2.11651, 0.659757, 3.20805, 64.1445
5.576, -0.00608405, 2.12173, 0.659683, 3.21632, 64.3098
5.586, -0.00609994, 2.12695, 0.65961, 3.22459, 64.4752
5.596, -0.00611584, 2.13217, 0.659536, 3.23287, 64.6408
5.606, -0.00613175, 2.13739, 0.659462, 3.24115, 64.8064
5.616, -0.00614767, 2.14262, 0.659389, 3.24944, 64.9721
5.626, -0.0061636, 2.14785, 0.659316, 3.25773, 65.1379
5.636, -0.00617954, 2.15308, 0.659243, 3.26602, 65.3038
5.646, -0.00619548, 2.15831, 0.65917, 3.27432, 65.4698
5.656, -0.00621143, 2.16354, 0.659097, 3.28262, 65.6359
5.666, -0.0062274, 2.16878, 0.659024, 3.29093, 65.8021
5.676, -0.00624337, 2.17402, 0.658951, 3.29925, 65.9683
5.686, -0.00625935, 2.17926, 0.658879, 3.30757, 66.1347
5.696, -0.00627534, 2.18451, 0.658806, 3.31589, 66.3012
5.706, -0.00629134, 2.18975, 0.658733, 3.32422, 66.4677
5.716, -0.00630735, 2.195, 0.658661, 3.33255, 66.6344
5.726, -0.00632336, 2.20025, 0.658589, 3.34089, 66.8011
5.736, -0.00633939, 2.2055, 0.658516, 3.34923, 66.9679
5.746, -0.00635543, 2.21075, 0.658444, 3.35758, 67.1349
5.756, -0.00637147, 2.21601, 0.658372, 3.36593, 67.3019
5.766, -0.00638752, 2.22127, 0.658299, 3.37429, 67.469
5.776, -0.00640359, 2.22653, 0.658227, 3.38265, 67.6362
5.786, -0.00641965, 2.23179, 0.658155, 3.39101, 67.8035
5.796, -0.00643573, 2.23705, 0.658083, 3.39938, 67.9708
5.806, -0.00645181, 2.24232, 0.658011, 3.40775, 68.1383
5.816, -0.00646791, 2.24758, 0.65794, 3.41613, 68.3058
5.826, -0.00648401, 2.25285, 0.657868, 3.42451, 68.4735
5.836, -0.00650012, 2.25812, 0.657796, 3.4329, 68.6412
5.846, -0.00651624, 2.2634, 0.657725, 3.44129, 68.809
5.856, -0.00653237, 2.26867, 0.657653, 3.44968, 68.9769
5.866, -0.00654851, 2.27395, 0.657582, 3.45808, 69.1449
5.876, -0.00656465, 2.27923, 0.65751, 3.46649, 69.313
5.886, -0.00658081, 2.28451, 0.657439, 3.4749, 69.4811
5.896, -0.00659697, 2.28979, 0.657368, 3.48331, 69.6494
5.906, -0.00661314, 2.29507, 0.657296, 3.49173, 69.8177
5.916, -0.00662931, 2.30036, 0.657225, 3.50015, 69.9861
5.926, -0.0066455, 2.30565, 0.657154, 3.50857, 70.1546
5.936, -0.0066617, 2.31094, 0.657083, 3.51701, 70.3232
5.946, -0.0066779, 2.31623, 0.657012, 3.52544, 70.4919
5.956, -0.00669411, 2.32152, 0.656941, 3.53388, 70.6606
5.966, -0.00671033, 2.32682, 0.65687, 3.54232, 70.8295
5.976, -0.00672655, 2.33211, 0.656799, 3.55076, 70.9984
5.986, -0.00674279, 2.33741, 0.656728, 3.55922, 71.1674
5.996, -0.00675903, 2.34271, 0.656658, 3.56767, 71.3365
6.006, -0.00677528, 2.34801, 0.656587, 3.57613, 71.5056
6.016, -0.00679153, 2.35332, 0.656517, 3.58459, 71.6749
6.026, -0.0068078, 2.35862, 0.656447, 3.59306, 71.8442
6.036, -0.00682407, 2.36393, 0.656376, 3.60153, 72.0136
6.046, -0.00684035, 2.36924, 0.656306, 3.61, 72.1831
6.056, -0.00685664, 2.37455, 0.656236, 3.61848, 72.3526
6.066, -0.00687294, 2.37986, 0.656166, 3.62696, 72.5223
6.076, -0.00688924, 2.38518, 0.656095, 3.63545, 72.692
6.086, -0.00690555, 2.39049, 0.656025, 3.64394, 72.8618
6.096, -0.00692187, 2.39581, 0.655955, 3.65243, 73.0317
6.106, -0.0069382, 2.40113, 0.655885, 3.66093, 73.2017
6.116, -0.00695453, 2.40645, 0.655815, 3.66944, 73.3717
6.126, -0.00697088, 2.41177, 0.655745, 3.67794, 73.5419
6.136, -0.00698722, 2.41709, 0.655675, 3.68645, 73.7121
6.146, -0.00700358, 2.42242, 0.655606, 3.69497, 73.8823
6.156, -0.00701994, 2.42774, 0.655536, 3.70348, 74.0527
6.166, -0.00703631, 2.43307, 0.655467, 3.71201, 74.2231
6.176, -0.00705269, 2.4384, 0.655397, 3.72053, 74.3936
6.186, -0.00706907, 2.44373, 0.655328, 3.72906, 74.5641
6.196, -0.00708546, 2.44906, 0.655258, 3.73759, 74.7348
6.206, -0.00710186, 2.4544, 0.655189, 3.74613, 74.9055
6.216, -0.00711827, 2.45973, 0.65512, 3.75467, 75.0763
6.226, -0.00713468, 2.46507, 0.655051, 3.76321, 75.2472
6.236, -0.00715111, 2.47041, 0.654981, 3.77176, 75.4181
6.246, -0.00716754, 2.47575, 0.654912, 3.78031, 75.5892
6.256, -0.00718397, 2.48109, 0.654843, 3.78887, 75.7603
6.266, -0.00720041, 2.48643, 0.654774, 3.79743, 75.9314
6.276, -0.00721686, 2.49178, 0.654705, 3.80599, 76.1026
6.286, -0.00723332, 2.49712, 0.654637, 3.81456, 76.274
6.296, -0.00724978, 2.50247, 0.654568, 3.82312, 76.4453
6.306, -0.00726625, 2.50782, 0.654499, 3.8317, 76.6168
6.316, -0.00728272, 2.51317, 0.654431, 3.84027, 76.7883
6.326, -0.0072992, 2.51852, 0.654362, 3.84885, 76.9599
6.336, -0.00731569, 2.52387, 0.654294, 3.85744, 77.1315
6.346, -0.00733219, 2.52922, 0.654225, 3.86602, 77.3033
6.356, -0.00734869, 2.53458, 0.654157, 3.87461, 77.4751
6.366, -0.0073652, 2.53993, 0.654088, 3.88321, 77.6469
6.376, -0.00738171, 2.54529, 0.65402, 3.8918, 77.8189
6.386, -0.00739824, 2.55065, 0.653952, 3.9004, 77.9909
6.396, -0.00741476, 2.55601, 0.653884, 3.90901, 78.1629
6.406, -0.0074313, 2.56137, 0.653816, 3.91761, 78.3351
6.416, -0.00744784, 2.56673, 0.653748, 3.92623, 78.5073
6.426, -0.00746439, 2.5721, 0.65368, 3.93484, 78.6796
6.436, -0.00748095, 2.57746, 0.653612, 3.94346, 78.8519
6.446, -0.00749751, 2.58283, 0.653544, 3.95208, 79.0243
6.456, -0.00751408, 2.5882, 0.653476, 3.9607, 79.1968
6.466, -0.00753065, 2.59357, 0.653408, 3.96933, 79.3693
6.476, -0.00754723, 2.59894, 0.653341, 3.97796, 79.542
6.486, -0.00756382, 2.60431, 0.653273, 3.98659, 79.7146
6.496, -0.00758041, 2.60968, 0.653205, 3.99523, 79.8873
6.506, -0.00759701, 2.61505, 0.653138, 4.00387, 80.0601
6.516, -0.00761361, 2.62043, 0.653071, 4.01251, 80.233
6.526, -0.00763022, 2.6258, 0.653003, 4.02116, 80.4059
6.536, -0.00764684, 2.63118, 0.652936, 4.02981, 80.5789
6.546, -0.00766346, 2.63656, 0.652869, 4.03846, 80.752
6.556, -0.00768009, 2.64194, 0.652802, 4.04712, 80.9251
6.566, -0.00769672, 2.64732, 0.652734, 4.05578, 81.0982
6.576, -0.00771336, 2.6527, 0.652667, 4.06444, 81.2715
6.586, -0.00773001, 2.65808, 0.6526, 4.07311, 81.4448
6.596, -0.00774666, 2.66347, 0.652533, 4.08178, 81.6182
6.606, -0.00776333, 2.66885, 0.652466, 4.09045, 81.7916
6.616, -0.00777999, 2.67424, 0.652399, 4.09912, 81.9651
6.626, -0.00779666, 2.67962, 0.652332, 4.1078, 82.1386
6.636, -0.00781333, 2.68501, 0.652266, 4.11648, 82.3122
6.646, -0.00783002, 2.6904, 0.652199, 4.12516, 82.4859
6.656, -0.00784671, 2.69579, 0.652132, 4.13385, 82.6597
6.666, -0.0078634, 2.70118, 0.652066, 4.14254, 82.8334
6.676, -0.0078801, 2.70657, 0.651999, 4.15123, 83.0073
6.686, -0.0078968, 2.71197, 0.651933, 4.15993, 83.1812
6.696, -0.00791351, 2.71736, 0.651867, 4.16863, 83.3551
6.706, -0.00793022, 2.72275, 0.6518, 4.17733, 83.5291
6.716, -0.00794694, 2.72815, 0.651734, 4.18603, 83.7032
6.726, -0.00796367, 2.73355, 0.651668, 4.19474, 83.8773
6.736, -0.0079804, 2.73894, 0.651602, 4.20345, 84.0515
6.746, -0.00799714, 2.74434, 0.651536, 4.21216, 84.2257
6.756, -0.00801388, 2.74974, 0.65147, 4.22087, 84.4
6.766, -0.00803063, 2.75514, 0.651404, 4.22959, 84.5744
6.776, -0.00804738, 2.76054, 0.651338, 4.23831, 84.7488
6.786, -0.00806414, 2.76595, 0.651272, 4.24704, 84.9233
6.796, -0.0080809, 2.77135, 0.651206, 4.25576, 85.0978
6.806, -0.00809767, 2.77675, 0.65114, 4.26449, 85.2724
6.816, -0.00811445, 2.78216, 0.651074, 4.27322, 85.447
6.826, -0.00813123, 2.78756, 0.651008, 4.28196, 85.6217
6.836, -0.00814801, 2.79297, 0.650943, 4.2907, 85.7964
6.846, -0.0081648, 2.79838, 0.650877, 4.29944, 85.9712
6.856, -0.0081816, 2.80378, 0.650812, 4.30818, 86.1461
6.866, -0.0081984, 2.80919, 0.650746, 4.31692, 86.321
6.876, -0.0082152, 2.8146, 0.650681, 4.32567, 86.4959
6.886, -0.00823201, 2.82001, 0.650615, 4.33442, 86.6709
6.896, -0.00824883, 2.82542, 0.65055, 4.34317, 86.846
6.906, -0.00826565, 2.83084, 0.650485, 4.35193, 87.0211
6.916, -0.00828247, 2.83625, 0.65042, 4.36069, 87.1962
6.926, -0.0082993, 2.84166, 0.650355, 4.36945, 87.3715
6.936, -0.00831613, 2.84708, 0.65029, 4.37821, 87.5467
6.946, -0.00833297, 2.85249, 0.650225, 4.38698, 87.722
6.956, -0.00834982, 2.85791, 0.65016, 4.39574, 87.8974
6.966, -0.00836666, 2.86332, 0.650095, 4.40452, 88.0728
6.976, -0.00838352, 2.86874, 0.65003, 4.41329, 88.2482
6.986, -0.00840037, 2.87416, 0.649965, 4.42206, 88.4237
6.996, -0.00841724, 2.87958, 0.6499, 4.43084, 88.5993
7.006, -0.00843411, 2.885, 0.649836, 4.43962, 88.7749
7.016, -0.00845098, 2.89042, 0.649771, 4.4484, 88.9505
7.026, -0.00846785, 2.89584, 0.649706, 4.45719, 89.1262
7.036, -0.00848473, 2.90126, 0.649642, 4.46598, 89.302
7.046, -0.00850162, 2.90668, 0.649577, 4.47477, 89.4778
7.056, -0.00851851, 2.9121, 0.649513, 4.48356, 89.6536
7.066, -0.0085354, 2.91752, 0.649448, 4.49235, 89.8295
7.076, -0.0085523, 2.92295, 0.649384, 4.50115, 90.0054
7.086, -0.00856921, 2.92837, 0.64932, 4.50995, 90.1814
7.096, -0.00858611, 2.93379, 0.649256, 4.51875, 90.3574
7.106, -0.00860303, 2.93922, 0.649191, 4.52755, 90.5335
7.116, -0.00861994, 2.94465, 0.649127, 4.53636, 90.7096
7.126, -0.00863686, 2.95007, 0.649063, 4.54517, 90.8857
7.136, -0.00865379, 2.9555, 0.648999, 4.55398, 91.0619
7.146, -0.00867072, 2.96093, 0.648935, 4.56279, 91.2382
7.156, -0.00868765, 2.96635, 0.648871, 4.5716, 91.4145
7.166, -0.00870459, 2.97178, 0.648807, 4.58042, 91.5908
7.176, -0.00872153, 2.97721, 0.648744, 4.58924, 91.7672
7.186, -0.00873847, 2.98264, 0.64868, 4.59806, 91.9436
7.196, -0.00875543, 2.98807, 0.648616, 4.60689, 92.1201
7.206, -0.00877238, 2.9935, 0.648552, 4.61571, 92.2966
7.216, -0.00878934, 2.99893, 0.648489, 4.62454, 92.4731
7.226, -0.0088063, 3.00436, 0.648425, 4.63337, 92.6497
7.236, -0.00882326, 3.0098, 0.648362, 4.6422, 92.8263
7.246, -0.00884023, 3.01523, 0.648298, 4.65103, 93.003
7.256, -0.00885721, 3.02066, 0.648235, 4.65987, 93.1797
7.266, -0.00887419, 3.02609, 0.648171, 4.66871, 93.3565
7.276, -0.00889117, 3.03153, 0.648108, 4.67755, 93.5332
7.286, -0.00890815, 3.03696, 0.648045, 4.68639, 93.7101
7.296, -0.00892514, 3.04239, 0.647982, 4.69523, 93.8869
7.306, -0.00894213, 3.04783, 0.647919, 4.70408, 94.0638
7.316, -0.00895913, 3.05326, 0.647855, 4.71293, 94.2408
7.326, -0.00897613, 3.0587, 0.647792, 4.72178, 94.4178
7.336, -0.00899314, 3.06414, 0.647729, 4.73063, 94.5948
7.346, -0.00901014, 3.06957, 0.647666, 4.73948, 94.7719
7.356, -0.00902715, 3.07501, 0.647604, 4.74833, 94.949
7.366, -0.00904417, 3.08045, 0.647541, 4.75719, 95.1261
7.376, -0.00906119, 3.08588, 0.647478, 4.76605, 95.3033
7.386, -0.00907821, 3.09132, 0.647415, 4.77491, 95.4805
7.396, -0.00909523, 3.09676, 0.647353, 4.78377, 95.6577
7.406, -0.00911226, 3.1022, 0.64729, 4.79264, 95.835
7.416, -0.00912929, 3.10763, 0.647227, 4.8015, 96.0123
7.426, -0.00914633, 3.11307, 0.647165, 4.81037, 96.1897
7.436, -0.00916337, 3.11851, 0.647102, 4.81924, 96.3671
7.446, -0.00918041, 3.12395, 0.64704, 4.82811, 96.5445
7.456, -0.00919745, 3.12939, 0.646977, 4.83699, 96.722
7.466, -0.0092145, 3.13483, 0.646915, 4.84586, 96.8994
7.476, -0.00923155, 3.14027, 0.646853, 4.85474, 97.077
7.486, -0.00924861, 3.14571, 0.646791, 4.86361, 97.2545
7.496, -0.00926567, 3.15115, 0.646729, 4.87249, 97.4321
7.506, -0.00928273, 3.15659, 0.646666, 4.88137, 97.6097
7.516, -0.00929979, 3.16203, 0.646604, 4.89026, 97.7874
7.526, -0.00931686, 3.16747, 0.646542, 4.89914, 97.9651
7.536, -0.00933393, 3.17291, 0.64648, 4.90803, 98.1428
7.546, -0.00935101, 3.17836, 0.646418, 4.91692, 98.3206
7.556, -0.00936808, 3.1838, 0.646356, 4.92581, 98.4984
7.566, -0.00938516, 3.18924, 0.646295, 4.9347, 98.6762
7.576, -0.00940225, 3.19468, 0.646233, 4.94359, 98.8541
7.586, -0.00941933, 3.20012, 0.646171, 4.95249, 99.0319
7.596, -0.00943642, 3.20556, 0.646109, 4.96138, 99.2098
7.606, -0.00945352, 3.21101, 0.646048, 4.97028, 99.3878
7.616, -0.00947061, 3.21645, 0.645986, 4.97918, 99.5658
7.626, -0.00948771, 3.22189, 0.645925, 4.98808, 99.7438
7.636, -0.00950481, 3.22733, 0.645863, 4.99698, 99.9218
7.646, -0.00952191, 3.23278, 0.645802, 5.00588, 100.1
7.656, -0.00953902, 3.23822, 0.64574, 5.01479, 100.278
7.666, -0.00955612, 3.24366, 0.645679, 5.02369, 100.456
7.676, -0.00957324, 3.24911, 0.645618, 5.0326, 100.634
7.686, -0.00959035, 3.25455, 0.645556, 5.04151, 100.812
7.696, -0.00960747, 3.25999, 0.645495, 5.05042, 100.991
7.706, -0.00962459, 3.26543, 0.645434, 5.05933, 101.169
7.716, -0.00964171, 3.27088, 0.645373, 5.06824, 101.347
7.726, -0.00965884, 3.27632, 0.645312, 5.07716, 101.525
7.736, -0.00967596, 3.28176, 0.645251, 5.08608, 101.704
7.746, -0.00969309, 3.28721, 0.64519, 5.09499, 101.882
7.756, -0.00971023, 3.29265, 0.645129, 5.10391, 102.06
7.766, -0.00972736, 3.29809, 0.645068, 5.11283, 102.239
7.776, -0.0097445, 3.30354, 0.645007, 5.12175, 102.417
7.786, -0.00976164, 3.30898, 0.644947, 5.13067, 102.596
7.796, -0.00977878, 3.31442, 0.644886, 5.1396, 102.774
7.806, -0.00979592, 3.31987, 0.644825, 5.14852, 102.953
7.816, -0.00981307, 3.32531, 0.644765, 5.15745, 103.131
7.826, -0.00983022, 3.33075, 0.644704, 5.16638, 103.31
7.836, -0.00984737, 3.33619, 0.644643, 5.1753, 103.488
7.846, -0.00986453, 3.34164, 0.644583, 5.18423, 103.667
7.856, -0.00988168, 3.34708, 0.644523, 5.19316, 103.845
7.866, -0.00989884, 3.35252, 0.644462, 5.2021, 104.024
7.876, -0.009916, 3.35797, 0.644402, 5.21103, 104.203
7.886, -0.00993316, 3.36341, 0.644342, 5.21996, 104.381
7.896, -0.00995033, 3.36885, 0.644281, 5.2289, 104.56
7.906, -0.0099675, 3.37429, 0.644221, 5.23784, 104.739
7.916, -0.00998467, 3.37973, 0.644161, 5.24677, 104.918
