Shear strain (%), Vert strain (%), Shear stress (atm), Shear stress ratio, Vert eff stress (atm), Vert eff stress ratio
3.926, -0.00371856, 1.36684, 0.671667, 2.03503, 20.343
3.936, -0.00373257, 1.37156, 0.67158, 2.04232, 20.4159
3.946, -0.00374659, 1.37629, 0.671495, 2.04962, 20.4889
3.956, -0.00376063, 1.38102, 0.671409, 2.05692, 20.5619
3.966, -0.00377467, 1.38575, 0.671324, 2.06423, 20.635
3.976, -0.00378874, 1.39049, 0.671238, 2.07156, 20.7083
3.986, -0.00380283, 1.39523, 0.671152, 2.07889, 20.7816
3.996, -0.00381693, 1.39998, 0.671066, 2.08623, 20.855
4.006, -0.00383105, 1.40473, 0.67098, 2.09358, 20.9284
4.016, -0.00384518, 1.40949, 0.670894, 2.10093, 21.002
4.026, -0.00385932, 1.41424, 0.67081, 2.10829, 21.0756
4.036, -0.00387348, 1.41901, 0.670724, 2.11566, 21.1492
4.046, -0.00388765, 1.42378, 0.67064, 2.12304, 21.223
4.056, -0.00390183, 1.42855, 0.670556, 2.13042, 21.2968
4.066, -0.00391603, 1.43332, 0.670471, 2.13781, 21.3707
4.076, -0.00393025, 1.4381, 0.670386, 2.14521, 21.4447
4.086, -0.00394448, 1.44289, 0.670302, 2.15262, 21.5188
4.096, -0.00395872, 1.44767, 0.670218, 2.16003, 21.5929
4.106, -0.00397298, 1.45247, 0.670134, 2.16745, 21.6671
4.116, -0.00398725, 1.45726, 0.670051, 2.17488, 21.7414
4.126, -0.00400153, 1.46206, 0.669967, 2.18232, 21.8157
4.136, -0.00401583, 1.46687, 0.669883, 2.18976, 21.8902
4.146, -0.00403015, 1.47167, 0.669799, 2.19721, 21.9647
4.156, -0.00404449, 1.47649, 0.669715, 2.20468, 22.0393
4.166, -0.00405884, 1.4813, 0.669631, 2.21214, 22.114
4.176, -0.0040732, 1.48612, 0.669547, 2.21962, 22.1887
4.186, -0.00408758, 1.49094, 0.669463, 2.2271, 22.2635
4.196, -0.00410196, 1.49577, 0.66938, 2.23459, 22.3384
4.206, -0.00411636, 1.5006, 0.669298, 2.24209, 22.4134
4.216, -0.00413077, 1.50544, 0.669215, 2.24959, 22.4884
4.226, -0.00414521, 1.51028, 0.669132, 2.2571, 22.5635
4.236, -0.00415965, 1.51512, 0.669049, 2.26462, 22.6387
4.246, -0.00417411, 1.51997, 0.668966, 2.27214, 22.7139
4.256, -0.00418858, 1.52482, 0.668883, 2.27968, 22.7892
4.266, -0.00420306, 1.52967, 0.668801, 2.28722, 22.8646
4.276, -0.00421756, 1.53453, 0.668719, 2.29476, 22.9401
4.286, -0.00423208, 1.53939, 0.668636, 2.30232, 23.0156
4.296, -0.0042466, 1.54426, 0.668554, 2.30988, 23.0912
4.306, -0.00426115, 1.54913, 0.668471, 2.31745, 23.1669
4.316, -0.0042757, 1.554, 0.668389, 2.32502, 23.2427
4.326, -0.00429027, 1.55888, 0.668307, 2.33261, 23.3185
4.336, -0.00430486, 1.56376, 0.668224, 2.3402, 23.3944
4.346, -0.00431946, 1.56864, 0.668142, 2.3478, 23.4704
4.356, -0.00433406, 1.57353, 0.66806, 2.3554, 23.5464
4.366, -0.00434869, 1.57842, 0.667978, 2.36302, 23.6225
4.376, -0.00436332, 1.58332, 0.667897, 2.37063, 23.6987
4.386, -0.00437797, 1.58822, 0.667815, 2.37826, 23.775
4.396, -0.00439263, 1.59312, 0.667734, 2.38589, 23.8513
4.406, -0.00440731, 1.59803, 0.667653, 2.39353, 23.9276
4.416, -0.004422, 1.60294, 0.667571, 2.40118, 24.0041
4.426, -0.0044367, 1.60785, 0.66749, 2.40883, 24.0806
4.436, -0.00445142, 1.61277, 0.667409, 2.41649, 24.1572
4.446, -0.00446614, 1.61769, 0.667328, 2.42415, 24.2339
4.456, -0.00448089, 1.62261, 0.667248, 2.43183, 24.3106
4.466, -0.00449564, 1.62754, 0.667166, 2.43951, 24.3874
4.476, -0.00451041, 1.63247, 0.667086, 2.44719, 24.4643
4.486, -0.00452519, 1.6374, 0.667005, 2.45489, 24.5412
4.496, -0.00453999, 1.64234, 0.666924, 2.46259, 24.6182
4.506, -0.00455479, 1.64728, 0.666844, 2.47029, 24.6952
4.516, -0.00456961, 1.65223, 0.666764, 2.47801, 24.7724
4.526, -0.00458444, 1.65718, 0.666683, 2.48573, 24.8496
4.536, -0.00459929, 1.66213, 0.666603, 2.49346, 24.9269
4.546, -0.00461415, 1.66708, 0.666523, 2.50119, 25.0042
4.556, -0.00462903, 1.67204, 0.666442, 2.50894, 25.0816
4.566, -0.00464391, 1.677, 0.666362, 2.51668, 25.1591
4.576, -0.00465881, 1.68197, 0.666282, 2.52444, 25.2366
4.586, -0.00467372, 1.68694, 0.666202, 2.5322, 25.3142
4.596, -0.00468864, 1.69191, 0.666122, 2.53996, 25.3919
4.606, -0.00470357, 1.69688, 0.666043, 2.54774, 25.4696
4.616, -0.00471852, 1.70186, 0.665963, 2.55552, 25.5474
4.626, -0.00473347, 1.70684, 0.665884, 2.5633, 25.6252
4.636, -0.00474844, 1.71183, 0.665805, 2.5711, 25.7032
4.646, -0.00476343, 1.71682, 0.665724, 2.5789, 25.7812
4.656, -0.00477843, 1.72181, 0.665645, 2.5867, 25.8592
4.666, -0.00479343, 1.7268, 0.665566, 2.59451, 25.9373
4.676, -0.00480845, 1.7318, 0.665488, 2.60233, 26.0155
4.686, -0.00482348, 1.7368, 0.665409, 2.61016, 26.0937
4.696, -0.00483853, 1.7418, 0.66533, 2.61799, 26.172
4.706, -0.00485359, 1.74681, 0.665251, 2.62582, 26.2504
4.716, -0.00486865, 1.75182, 0.665172, 2.63367, 26.3288
4.726, -0.00488373, 1.75684, 0.665094, 2.64152, 26.4073
4.736, -0.00489883, 1.76185, 0.665015, 2.64937, 26.4859
4.746, -0.00491393, 1.76687, 0.664937, 2.65723, 26.5645
4.756, -0.00492904, 1.7719, 0.664859, 2.6651, 26.6431
4.766, -0.00494417, 1.77692, 0.664781, 2.67298, 26.7219
4.776, -0.00495931, 1.78195, 0.664702, 2.68086, 26.8007
4.786, -0.00497447, 1.78698, 0.664623, 2.68875, 26.8796
4.796, -0.00498963, 1.79202, 0.664545, 2.69664, 26.9585
4.806, -0.0050048, 1.79706, 0.664468, 2.70454, 27.0375
4.816, -0.00501999, 1.8021, 0.66439, 2.71244, 27.1165
4.826, -0.00503519, 1.80714, 0.664312, 2.72035, 27.1956
4.836, -0.0050504, 1.81219, 0.664234, 2.72827, 27.2748
4.846, -0.00506562, 1.81724, 0.664156, 2.73619, 27.354
4.856, -0.00508085, 1.82229, 0.664079, 2.74412, 27.4333
4.866, -0.0050961, 1.82735, 0.664001, 2.75206, 27.5127
4.876, -0.00511136, 1.83241, 0.663924, 2.76, 27.5921
4.886, -0.00512662, 1.83747, 0.663846, 2.76795, 27.6715
4.896, -0.0051419, 1.84254, 0.663769, 2.7759, 27.751
4.906, -0.00515719, 1.8476, 0.663692, 2.78386, 27.8306
4.916, -0.00517249, 1.85267, 0.663615, 2.79182, 27.9103
4.926, -0.00518781, 1.85775, 0.663538, 2.79979, 27.99
4.936, -0.00520313, 1.86282, 0.663461, 2.80777, 28.0697
4.946, -0.00521846, 1.8679, 0.663384, 2.81575, 28.1495
4.956, -0.00523381, 1.87299, 0.663307, 2.82374, 28.2294
4.966, -0.00524917, 1.87807, 0.66323, 2.83173, 28.3093
4.976, -0.00526453, 1.88316, 0.663154, 2.83973, 28.3893
4.986, -0.00527991, 1.88825, 0.663077, 2.84774, 28.4694
4.996, -0.0052953, 1.89334, 0.663001, 2.85575, 28.5495
5.006, -0.0053107, 1.89844, 0.662925, 2.86377, 28.6296
5.016, -0.00532612, 1.90354, 0.662848, 2.87179, 28.7099
5.026, -0.00534154, 1.90864, 0.662772, 2.87982, 28.7901
5.036, -0.00535697, 1.91374, 0.662696, 2.88785, 28.8705
5.046, -0.00537242, 1.91885, 0.66262, 2.89589, 28.9508
5.056, -0.00538787, 1.92396, 0.662543, 2.90393, 29.0313
5.066, -0.00540334, 1.92907, 0.662467, 2.91198, 29.1118
5.076, -0.00541882, 1.93419, 0.662391, 2.92004, 29.1924
5.086, -0.0054343, 1.93931, 0.662316, 2.9281, 29.2729
5.096, -0.0054498, 1.94443, 0.66224, 2.93617, 29.3536
5.106, -0.00546531, 1.94955, 0.662164, 2.94424, 29.4343
5.116, -0.00548082, 1.95467, 0.662089, 2.95232, 29.5151
5.126, -0.00549635, 1.9598, 0.662013, 2.9604, 29.5959
5.136, -0.00551189, 1.96493, 0.661938, 2.96849, 29.6768
5.146, -0.00552744, 1.97007, 0.661863, 2.97658, 29.7577
5.156, -0.005543, 1.9752, 0.661787, 2.98468, 29.8387
5.166, -0.00555857, 1.98034, 0.661712, 2.99279, 29.9198
5.176, -0.00557416, 1.98548, 0.661637, 3.0009, 30.0009
5.186, -0.00558975, 1.99063, 0.661562, 3.00902, 30.082
5.196, -0.00560535, 1.99577, 0.661487, 3.01714, 30.1632
5.206, -0.00562096, 2.00092, 0.661412, 3.02526, 30.2445
5.216, -0.00563658, 2.00607, 0.661337, 3.03339, 30.3258
5.226, -0.00565221, 2.01123, 0.661262, 3.04153, 30.4072
5.236, -0.00566785, 2.01638, 0.661188, 3.04967, 30.4886
5.246, -0.0056835, 2.02154, 0.661113, 3.05782, 30.57
5.256, -0.00569917, 2.0267, 0.661038, 3.06597, 30.6516
5.266, -0.00571484, 2.03187, 0.660964, 3.07413, 30.7331
5.276, -0.00573052, 2.03703, 0.660889, 3.08229, 30.8148
5.286, -0.00574621, 2.0422, 0.660815, 3.09046, 30.8964
5.296, -0.00576191, 2.04737, 0.660741, 3.09863, 30.9782
5.306, -0.00577762, 2.05254, 0.660666, 3.10681, 31.0599
5.316, -0.00579335, 2.05772, 0.660592, 3.115, 31.1418
5.326, -0.00580908, 2.0629, 0.660518, 3.12318, 31.2236
5.336, -0.00582482, 2.06808, 0.660444, 3.13138, 31.3056
5.346, -0.00584057, 2.07326, 0.66037, 3.13958, 31.3876
5.356, -0.00585633, 2.07844, 0.660296, 3.14778, 31.4696
5.366, -0.0058721, 2.08363, 0.660223, 3.15599, 31.5517
5.376, -0.00588787, 2.08882, 0.660149, 3.1642, 31.6338
5.386, -0.00590366, 2.09401, 0.660076, 3.17242, 31.716
5.396, -0.00591946, 2.09921, 0.660002, 3.18064, 31.7982
5.406, -0.00593526, 2.1044, 0.659929, 3.18887, 31.8805
5.416, -0.00595108, 2.1096, 0.659855, 3.1971, 31.9628
5.426, -0.0059669, 2.1148, 0.659782, 3.20534, 32.0451
5.436, -0.00598274, 2.12, 0.659709, 3.21358, 32.1276
5.446, -0.00599859, 2.12521, 0.659635, 3.22183, 32.2101
5.456, -0.00601444, 2.13042, 0.659562, 3.23008, 32.2926
5.466, -0.0060303, 2.13563, 0.659489, 3.23834, 32.3751
5.476, -0.00604618, 2.14084, 0.659416, 3.2466, 32.4578
5.486, -0.00606206, 2.14605, 0.659343, 3.25487, 32.5404
5.496, -0.00607795, 2.15127, 0.65927, 3.26314, 32.6231
5.506, -0.00609385, 2.15648, 0.659197, 3.27142, 32.7059
5.516, -0.00610975, 2.1617, 0.659125, 3.2797, 32.7887
5.526, -0.00612567, 2.16693, 0.659052, 3.28798, 32.8715
5.536, -0.00614159, 2.17215, 0.65898, 3.29627, 32.9544
5.546, -0.00615753, 2.17738, 0.658907, 3.30457, 33.0374
5.556, -0.00617347, 2.18261, 0.658835, 3.31286, 33.1203
5.566, -0.00618942, 2.18784, 0.658763, 3.32117, 33.2034
5.576, -0.00620539, 2.19307, 0.65869, 3.32948, 33.2865
5.586, -0.00622136, 2.1983, 0.658618, 3.33779, 33.3696
5.596, -0.00623734, 2.20354, 0.658546, 3.34611, 33.4528
5.606, -0.00625333, 2.20878, 0.658473, 3.35443, 33.536
5.616, -0.00626933, 2.21402, 0.658401, 3.36276, 33.6193
5.626, -0.00628533, 2.21926, 0.658329, 3.37109, 33.7026
5.636, -0.00630135, 2.22451, 0.658257, 3.37943, 33.7859
5.646, -0.00631737, 2.22975, 0.658185, 3.38777, 33.8693
5.656, -0.0063334, 2.235, 0.658113, 3.39611, 33.9528
5.666, -0.00634944, 2.24025, 0.658042, 3.40446, 34.0363
5.676, -0.00636548, 2.24551, 0.65797, 3.41281, 34.1198
5.686, -0.00638154, 2.25076, 0.657899, 3.42117, 34.2034
5.696, -0.00639761, 2.25602, 0.657827, 3.42954, 34.287
5.706, -0.00641368, 2.26127, 0.657755, 3.4379, 34.3706
5.716, -0.00642976, 2.26653, 0.657684, 3.44627, 34.4544
5.726, -0.00644585, 2.2718, 0.657613, 3.45465, 34.5381
5.736, -0.00646195, 2.27706, 0.657541, 3.46303, 34.6219
5.746, -0.00647806, 2.28233, 0.65747, 3.47141, 34.7057
5.756, -0.00649417, 2.28759, 0.657399, 3.4798, 34.7896
5.766, -0.0065103, 2.29286, 0.657327, 3.4882, 34.8736
5.776, -0.00652643, 2.29813, 0.657256, 3.49659, 34.9575
5.786, -0.00654257, 2.30341, 0.657186, 3.50499, 35.0415
5.796, -0.00655872, 2.30868, 0.657115, 3.5134, 35.1256
5.806, -0.00657487, 2.31396, 0.657044, 3.52181, 35.2097
5.816, -0.00659104, 2.31924, 0.656973, 3.53022, 35.2938
5.826, -0.00660721, 2.32452, 0.656902, 3.53864, 35.378
5.836, -0.00662338, 2.3298, 0.656832, 3.54706, 35.4622
5.846, -0.00663957, 2.33508, 0.656761, 3.55548, 35.5464
5.856, -0.00665576, 2.34037, 0.656691, 3.56391, 35.6307
5.866, -0.00667196, 2.34565, 0.656621, 3.57235, 35.715
5.876, -0.00668817, 2.35094, 0.65655, 3.58078, 35.7994
5.886, -0.00670439, 2.35623, 0.65648, 3.58923, 35.8838
5.896, -0.00672062, 2.36152, 0.65641, 3.59767, 35.9683
5.906, -0.00673685, 2.36682, 0.65634, 3.60612, 36.0528
5.916, -0.00675309, 2.37211, 0.65627, 3.61458, 36.1373
5.926, -0.00676933, 2.37741, 0.6562, 3.62303, 36.2219
5.936, -0.00678559, 2.38271, 0.65613, 3.63149, 36.3065
5.946, -0.00680185, 2.38801, 0.65606, 3.63996, 36.3911
5.956, -0.00681812, 2.39331, 0.65599, 3.64843, 36.4758
5.966, -0.0068344, 2.39861, 0.65592, 3.6569, 36.5606
5.976, -0.00685068, 2.40392, 0.655851, 3.66538, 36.6453
5.986, -0.00686698, 2.40922, 0.655781, 3.67386, 36.7301
5.996, -0.00688328, 2.41453, 0.655711, 3.68235, 36.815
6.006, -0.00689959, 2.41984, 0.655642, 3.69084, 36.8999
6.016, -0.0069159, 2.42515, 0.655572, 3.69933, 36.9848
6.026, -0.00693222, 2.43046, 0.655503, 3.70782, 37.0697
6.036, -0.00694855, 2.43578, 0.655434, 3.71632, 37.1547
6.046, -0.00696489, 2.44109, 0.655365, 3.72483, 37.2398
6.056, -0.00698123, 2.44641, 0.655295, 3.73334, 37.3248
6.066, -0.00699758, 2.45173, 0.655226, 3.74185, 37.41
6.076, -0.00701394, 2.45705, 0.655157, 3.75036, 37.4951
6.086, -0.00703031, 2.46237, 0.655088, 3.75888, 37.5803
6.096, -0.00704668, 2.4677, 0.655019, 3.7674, 37.6655
6.106, -0.00706306, 2.47302, 0.65495, 3.77593, 37.7508
6.116, -0.00707945, 2.47835, 0.654881, 3.78446, 37.8361
6.126, -0.00709584, 2.48367, 0.654812, 3.79299, 37.9214
6.136, -0.00711224, 2.489, 0.654744, 3.80153, 38.0068
6.146, -0.00712865, 2.49433, 0.654675, 3.81007, 38.0922
6.156, -0.00714506, 2.49966, 0.654606, 3.81862, 38.1776
6.166, -0.00716148, 2.505, 0.654538, 3.82716, 38.2631
6.176, -0.00717791, 2.51033, 0.654469, 3.83571, 38.3486
6.186, -0.00719434, 2.51567, 0.654401, 3.84427, 38.4341
6.196, -0.00721078, 2.521, 0.654333, 3.85283, 38.5197
6.206, -0.00722723, 2.52634, 0.654264, 3.86139, 38.6053
6.216, -0.00724368, 2.53168, 0.654196, 3.86995, 38.6909
6.226, -0.00726015, 2.53702, 0.654128, 3.87852, 38.7766
6.236, -0.00727662, 2.54236, 0.654059, 3.8871, 38.8624
6.246, -0.00729309, 2.54771, 0.653991, 3.89567, 38.9481
6.256, -0.00730957, 2.55305, 0.653923, 3.90425, 39.0339
6.266, -0.00732606, 2.5584, 0.653855, 3.91283, 39.1197
6.276, -0.00734255, 2.56375, 0.653787, 3.92142, 39.2056
6.286, -0.00735905, 2.56909, 0.653719, 3.93001, 39.2915
6.296, -0.00737556, 2.57444, 0.653652, 3.9386, 39.3774
6.306, -0.00739207, 2.57979, 0.653584, 3.94719, 39.4633
6.316, -0.00740859, 2.58515, 0.653516, 3.95579, 39.5493
6.326, -0.00742512, 2.5905, 0.653448, 3.9644, 39.6354
6.336, -0.00744165, 2.59586, 0.653381, 3.973, 39.7214
6.346, -0.00745819, 2.60121, 0.653313, 3.98161, 39.8075
6.356, -0.00747473, 2.60657, 0.653246, 3.99022, 39.8936
6.366, -0.00749128, 2.61193, 0.653178, 3.99884, 39.9798
6.376, -0.00750784, 2.61729, 0.653111, 4.00746, 40.0659
6.386, -0.0075244, 2.62265, 0.653044, 4.01608, 40.1521
6.396, -0.00754097, 2.62801, 0.652976, 4.0247, 40.2384
6.406, -0.00755754, 2.63337, 0.652909, 4.03333, 40.3246
6.416, -0.00757412, 2.63873, 0.652842, 4.04196, 40.4109
6.426, -0.0075907, 2.6441, 0.652775, 4.05059, 40.4973
6.436, -0.0076073, 2.64947, 0.652708, 4.05923, 40.5836
6.446, -0.00762389, 2.65483, 0.652642, 4.06787, 40.67
6.456, -0.00764049, 2.6602, 0.652575, 4.07651, 40.7565
6.466, -0.0076571, 2.66557, 0.652508, 4.08516, 40.8429
6.476, -0.00767372, 2.67094, 0.652441, 4.09381, 40.9294
6.486, -0.00769034, 2.67631, 0.652375, 4.10246, 41.0159
6.496, -0.00770697, 2.68168, 0.652308, 4.11111, 41.1025
6.506, -0.0077236, 2.68706, 0.652242, 4.11977, 41.189
6.516, -0.00774023, 2.69243, 0.652175, 4.12843, 41.2756
6.526, -0.00775688, 2.69781, 0.652109, 4.13709, 41.3623
6.536, -0.00777353, 2.70318, 0.652042, 4.14576, 41.4489
6.546, -0.00779018, 2.70856, 0.651976, 4.15443, 41.5356
6.556, -0.00780684, 2.71394, 0.65191, 4.1631, 41.6223
6.566, -0.00782351, 2.71932, 0.651844, 4.17178, 41.7091
6.576, -0.00784018, 2.7247, 0.651778, 4.18045, 41.7959
6.586, -0.00785685, 2.73008, 0.651711, 4.18913, 41.8827
6.596, -0.00787353, 2.73546, 0.651645, 4.19782, 41.9695
6.606, -0.00789022, 2.74084, 0.651579, 4.20651, 42.0564
6.616, -0.00790691, 2.74623, 0.651514, 4.21519, 42.1433
6.626, -0.00792361, 2.75161, 0.651448, 4.22389, 42.2302
6.636, -0.00794032, 2.757, 0.651382, 4.23258, 42.3171
6.646, -0.00795702, 2.76239, 0.651316, 4.24128, 42.4041
6.656, -0.00797374, 2.76777, 0.65125, 4.24998, 42.4911
6.666, -0.00799046, 2.77316, 0.651185, 4.25868, 42.5781
6.676, -0.00800718, 2.77855, 0.651119, 4.26739, 42.6652
6.686, -0.00802392, 2.78394, 0.651053, 4.2761, 42.7523
6.696, -0.00804065, 2.78933, 0.650988, 4.28481, 42.8394
6.706, -0.00805739, 2.79472, 0.650922, 4.29353, 42.9265
6.716, -0.00807414, 2.80012, 0.650857, 4.30224, 43.0137
6.726, -0.00809089, 2.80551, 0.650791, 4.31096, 43.1009
6.736, -0.00810764, 2.8109, 0.650726, 4.31968, 43.1881
6.746, -0.0081244, 2.8163, 0.650661, 4.32841, 43.2754
6.756, -0.00814117, 2.82169, 0.650596, 4.33713, 43.3626
6.766, -0.00815794, 2.82709, 0.650531, 4.34586, 43.4499
6.776, -0.00817471, 2.83249, 0.650466, 4.3546, 43.5372
6.786, -0.00819149, 2.83788, 0.650401, 4.36333, 43.6246
6.796, -0.00820828, 2.84328, 0.650336, 4.37207, 43.7119
6.806, -0.00822506, 2.84868, 0.650271, 4.38081, 43.7993
6.816, -0.00824186, 2.85408, 0.650206, 4.38955, 43.8868
6.826, -0.00825866, 2.85948, 0.650141, 4.39829, 43.9742
6.836, -0.00827546, 2.86489, 0.650076, 4.40704, 44.0617
6.846, -0.00829227, 2.87029, 0.650012, 4.41579, 44.1491
6.856, -0.00830908, 2.87569, 0.649947, 4.42454, 44.2367
6.866, -0.0083259, 2.88109, 0.649883, 4.4333, 44.3242
6.876, -0.00834272, 2.8865, 0.649818, 4.44205, 44.4118
6.886, -0.00835955, 2.8919, 0.649754, 4.45081, 44.4994
6.896, -0.00837638, 2.89731, 0.649689, 4.45957, 44.587
6.906, -0.00839322, 2.90271, 0.649625, 4.46834, 44.6746
6.916, -0.00841006, 2.90812, 0.64956, 4.4771, 44.7623
6.926, -0.0084269, 2.91353, 0.649496, 4.48587, 44.85
6.936, -0.00844375, 2.91894, 0.649432, 4.49464, 44.9377
6.946, -0.0084606, 2.92434, 0.649368, 4.50342, 45.0254
6.956, -0.00847746, 2.92975, 0.649304, 4.51219, 45.1131
6.966, -0.00849432, 2.93516, 0.64924, 4.52097, 45.2009
6.976, -0.00851119, 2.94057, 0.649176, 4.52975, 45.2887
6.986, -0.00852806, 2.94598, 0.649112, 4.53853, 45.3765
6.996, -0.00854493, 2.9514, 0.649048, 4.54731, 45.4644
7.006, -0.00856181, 2.95681, 0.648984, 4.5561, 45.5522
7.016, -0.0085787, 2.96222, 0.64892, 4.56489, 45.6401
7.026, -0.00859559, 2.96763, 0.648856, 4.57368, 45.728
7.036, -0.00861248, 2.97305, 0.648792, 4.58248, 45.816
7.046, -0.00862937, 2.97846, 0.648729, 4.59127, 45.9039
7.056, -0.00864627, 2.98387, 0.648665, 4.60007, 45.9919
7.066, -0.00866317, 2.98929, 0.648602, 4.60887, 46.0799
7.076, -0.00868008, 2.9947, 0.648538, 4.61767, 46.1679
7.086, -0.00869699, 3.00012, 0.648475, 4.62647, 46.2559
7.096, -0.00871391, 3.00554, 0.648412, 4.63527, 46.3439
7.106, -0.00873083, 3.01095, 0.648348, 4.64408, 46.432
7.116, -0.00874775, 3.01637, 0.648285, 4.65289, 46.5201
7.126, -0.00876468, 3.02179, 0.648222, 4.6617, 46.6082
7.136, -0.00878161, 3.02721, 0.648159, 4.67052, 46.6963
7.146, -0.00879854, 3.03262, 0.648096, 4.67933, 46.7845
7.156, -0.00881548, 3.03804, 0.648033, 4.68815, 46.8727
7.166, -0.00883242, 3.04346, 0.64797, 4.69697, 46.9609
7.176, -0.00884937, 3.04888, 0.647907, 4.70579, 47.0491
7.186, -0.00886632, 3.0543, 0.647844, 4.71461, 47.1373
7.196, -0.00888327, 3.05972, 0.647781, 4.72344, 47.2255
7.206, -0.00890023, 3.06514, 0.647718, 4.73226, 47.3138
7.216, -0.00891719, 3.07056, 0.647655, 4.74109, 47.4021
7.226, -0.00893415, 3.07599, 0.647593, 4.74992, 47.4904
7.236, -0.00895112, 3.08141, 0.64753, 4.75876, 47.5787
7.246, -0.00896809, 3.08683, 0.647467, 4.76759, 47.6671
7.256, -0.00898506, 3.09225, 0.647405, 4.77643, 47.7554
7.266, -0.00900204, 3.09767, 0.647342, 4.78526, 47.8438
7.276, -0.00901902, 3.1031, 0.64728, 4.7941, 47.9322
7.286, -0.00903601, 3.10852, 0.647217, 4.80295, 48.0206
7.296, -0.009053, 3.11394, 0.647155, 4.81179, 48.109
7.306, -0.00906999, 3.11937, 0.647093, 4.82063, 48.1975
7.316, -0.00908699, 3.12479, 0.64703, 4.82948, 48.286
7.326, -0.00910399, 3.13022, 0.646968, 4.83833, 48.3745
7.336, -0.00912099, 3.13564, 0.646906, 4.84718, 48.463
7.346, -0.00913799, 3.14106, 0.646844, 4.85603, 48.5515
7.356, -0.009155, 3.14649, 0.646782, 4.86489, 48.64
7.366, -0.00917201, 3.15191, 0.64672, 4.87374, 48.7286
7.376, -0.00918903, 3.15734, 0.646658, 4.8826, 48.8171
7.386, -0.00920604, 3.16277, 0.646596, 4.89146, 48.9057
7.396, -0.00922306, 3.16819, 0.646534, 4.90032, 48.9943
7.406, -0.00924009, 3.17362, 0.646472, 4.90918, 49.0829
7.416, -0.00925711, 3.17904, 0.64641, 4.91804, 49.1716
7.426, -0.00927414, 3.18447, 0.646349, 4.92691, 49.2602
7.436, -0.00929117, 3.1899, 0.646287, 4.93577, 49.3489
7.446, -0.00930821, 3.19532, 0.646225, 4.94464, 49.4375
7.456, -0.00932525, 3.20075, 0.646164, 4.95351, 49.5262
7.466, -0.00934229, 3.20618, 0.646102, 4.96238, 49.6149
7.476, -0.00935933, 3.2116, 0.646041, 4.97125, 49.7037
7.486, -0.00937638, 3.21703, 0.64598, 4.98013, 49.7924
7.496, -0.00939343, 3.22246, 0.645918, 4.989, 49.8812
7.506, -0.00941048, 3.22788, 0.645857, 4.99788, 49.9699
7.516, -0.00942754, 3.23331, 0.645796, 5.00676, 50.0587
7.526, -0.0094446, 3.23874, 0.645734, 5.01564, 50.1475
7.536, -0.00946166, 3.24417, 0.645673, 5.02452, 50.2363
7.546, -0.00947872, 3.2496, 0.645612, 5.0334, 50.3252
7.556, -0.00949579, 3.25502, 0.645551, 5.04229, 50.414
7.566, -0.00951286, 3.26045, 0.64549, 5.05117, 50.5028
7.576, -0.00952993, 3.26588, 0.645429, 5.06006, 50.5917
7.586, -0.00954701, 3.27131, 0.645368, 5.06895, 50.6806
7.596, -0.00956408, 3.27673, 0.645307, 5.07784, 50.7695
7.606, -0.00958116, 3.28216, 0.645246, 5.08673, 50.8584
7.616, -0.00959825, 3.28759, 0.645185, 5.09562, 50.9473
7.626, -0.00961533, 3.29302, 0.645125, 5.10452, 51.0363
7.636, -0.00963242, 3.29845, 0.645064, 5.11341, 51.1252
7.646, -0.00964951, 3.30387, 0.645003, 5.12231, 51.2142
7.656, -0.0096666, 3.3093, 0.644943, 5.1312, 51.3031
7.666, -0.00968369, 3.31473, 0.644882, 5.1401, 51.3921
7.676, -0.00970079, 3.32016, 0.644822, 5.149, 51.4811
7.686, -0.00971789, 3.32558, 0.644761, 5.1579, 51.5701
7.696, -0.00973499, 3.33101, 0.644701, 5.1668, 51.6591
7.706, -0.00975209, 3.33644, 0.644641, 5.17571, 51.7482
7.716, -0.0097692, 3.34187, 0.64458, 5.18461, 51.8372
7.726, -0.0097863, 3.34729, 0.64452, 5.19352, 51.9263
7.736, -0.00980342, 3.35272, 0.64446, 5.20242, 52.0153
7.746, -0.00982053, 3.35815, 0.6444, 5.21133, 52.1044
7.756, -0.00983764, 3.36358, 0.644339, 5.22024, 52.1935
7.766, -0.00985476, 3.369, 0.644279, 5.22915, 52.2826
7.776, -0.00987188, 3.37443, 0.644219, 5.23806, 52.3717
7.786, -0.009889, 3.37986, 0.644159, 5.24697, 52.4608
7.796, -0.00990612, 3.38528, 0.644099, 5.25589, 52.55
7.806, -0.00992325, 3.39071, 0.644039, 5.2648, 52.6391
7.816, -0.00994037, 3.39614, 0.64398, 5.27372, 52.7283
7.826, -0.0099575, 3.40156, 0.64392, 5.28263, 52.8174
7.836, -0.00997463, 3.40699, 0.64386, 5.29155, 52.9066
7.846, -0.00999176, 3.41241, 0.6438, 5.30047, 52.9958
7.856, -0.0100089, 3.41784, 0.643741, 5.30939, 53.085
7.866, -0.010026, 3.42326, 0.643681, 5.31831, 53.1742
7.876, -0.0100432, 3.42869, 0.643621, 5.32723, 53.2634
7.886, -0.0100603, 3.43411, 0.643562, 5.33615, 53.3526
7.896, -0.0100775, 3.43954, 0.643502, 5.34508, 53.4419
7.906, -0.0100946, 3.44496, 0.643443, 5.354, 53.5311
