Shear strain (%), Vert strain (%), Shear stress (atm), Shear stress ratio, Vert eff stress (atm), Vert eff stress ratio
0.526, -0.00014625, 0.121802, 0.692643, 0.175827, 1.75511
0.536, -0.000152352, 0.124158, 0.693533, 0.179, 1.78682
0.546, -0.000158036, 0.127253, 0.699645, 0.181865, 1.81552
0.556, -0.000163789, 0.129572, 0.700334, 0.184997, 1.84683
0.566, -0.000169906, 0.131897, 0.700952, 0.188153, 1.87836
0.576, -0.000176039, 0.134229, 0.701504, 0.191331, 1.91012
0.586, -0.000182196, 0.136569, 0.701996, 0.194531, 1.9421
0.596, -0.000188391, 0.138917, 0.702435, 0.197754, 1.97431
0.606, -0.000194627, 0.141274, 0.702827, 0.200998, 2.00672
0.616, -0.000200903, 0.143639, 0.703176, 0.204263, 2.03935
0.626, -0.000207219, 0.146013, 0.703485, 0.207549, 2.07219
0.636, -0.000213581, 0.148396, 0.703748, 0.210859, 2.10527
0.646, -0.000219987, 0.150789, 0.703971, 0.214191, 2.13857
0.656, -0.000226436, 0.15319, 0.704157, 0.217546, 2.17209
0.666, -0.000232927, 0.155601, 0.70431, 0.220922, 2.20584
0.676, -0.000239459, 0.158021, 0.704433, 0.22432, 2.23979
0.686, -0.000246031, 0.160451, 0.70453, 0.227739, 2.27396
0.696, -0.000252643, 0.162891, 0.704601, 0.231179, 2.30834
0.706, -0.000259294, 0.16534, 0.704651, 0.234639, 2.34292
0.716, -0.000265984, 0.167799, 0.704681, 0.23812, 2.37771
0.726, -0.000272712, 0.170268, 0.704693, 0.24162, 2.41269
0.736, -0.000279477, 0.172747, 0.704688, 0.24514, 2.44787
0.746, -0.00028628, 0.175236, 0.704669, 0.248679, 2.48324
0.756, -0.00029312, 0.177734, 0.704635, 0.252238, 2.51881
0.766, -0.000299996, 0.180243, 0.70459, 0.255815, 2.55456
0.776, -0.000306908, 0.182762, 0.704534, 0.259411, 2.59051
0.786, -0.000313855, 0.185291, 0.704467, 0.263026, 2.62664
0.796, -0.000320839, 0.18783, 0.704391, 0.266659, 2.66295
0.806, -0.000327857, 0.19038, 0.704307, 0.270311, 2.69945
0.816, -0.00033491, 0.192939, 0.704216, 0.273981, 2.73613
0.826, -0.000341997, 0.195508, 0.704118, 0.277668, 2.77299
0.836, -0.000349119, 0.198088, 0.704015, 0.281374, 2.81002
0.846, -0.000356274, 0.200678, 0.703906, 0.285097, 2.84724
0.856, -0.000363463, 0.203278, 0.703793, 0.288837, 2.88462
0.866, -0.000370685, 0.205889, 0.703676, 0.292595, 2.92219
0.876, -0.00037794, 0.208509, 0.703555, 0.29637, 2.95992
0.886, -0.000385228, 0.21114, 0.703433, 0.300162, 2.99782
0.896, -0.000392548, 0.213781, 0.703308, 0.30397, 3.03589
0.906, -0.00039989, 0.216425, 0.703173, 0.307781, 3.07412
0.916, -0.000407168, 0.219041, 0.703027, 0.311571, 3.11196
0.926, -0.00041441, 0.221669, 0.702934, 0.315359, 3.14974
0.936, -0.000421723, 0.224306, 0.702822, 0.319149, 3.18775
0.946, -0.000429003, 0.226954, 0.702761, 0.322945, 3.22569
0.956, -0.000436325, 0.229612, 0.702699, 0.32676, 3.26378
0.966, -0.000443653, 0.232281, 0.702673, 0.33057, 3.30187
0.976, -0.000451012, 0.234959, 0.702633, 0.334401, 3.34016
0.986, -0.000458428, 0.237647, 0.702556, 0.33827, 3.37877
0.996, -0.000465986, 0.240343, 0.702376, 0.342185, 3.41801
1.006, -0.000473505, 0.24305, 0.702255, 0.346098, 3.45712
1.016, -0.000481048, 0.245766, 0.702144, 0.350033, 3.49635
1.026, -0.000488621, 0.248493, 0.702039, 0.353968, 3.5357
1.036, -0.000496314, 0.251228, 0.701819, 0.357979, 3.57577
1.046, -0.000504068, 0.253972, 0.701601, 0.361994, 3.61598
1.056, -0.000511716, 0.256728, 0.701499, 0.365979, 3.65578
1.066, -0.000519329, 0.259495, 0.701445, 0.369944, 3.69548
1.076, -0.000527013, 0.262271, 0.701352, 0.373951, 3.73554
1.086, -0.000534733, 0.265056, 0.701282, 0.377964, 3.77562
1.096, -0.000542521, 0.267851, 0.701152, 0.382026, 3.81616
1.106, -0.00055045, 0.270653, 0.700931, 0.386147, 3.85734
1.116, -0.000558357, 0.273466, 0.700771, 0.390245, 3.89835
1.126, -0.000566145, 0.276291, 0.700713, 0.394306, 3.93896
1.136, -0.000574047, 0.279123, 0.700574, 0.398433, 3.98016
1.146, -0.000582027, 0.281965, 0.700427, 0.402567, 4.02156
1.156, -0.000589971, 0.284818, 0.70032, 0.406701, 4.06288
1.166, -0.000597932, 0.287679, 0.700214, 0.410846, 4.10435
1.176, -0.000605949, 0.29055, 0.700089, 0.41502, 4.14608
1.186, -0.000613985, 0.29343, 0.699977, 0.419212, 4.18788
1.196, -0.000622103, 0.29632, 0.699821, 0.423424, 4.23008
1.206, -0.000630172, 0.299219, 0.699729, 0.427624, 4.27207
1.216, -0.000638317, 0.302127, 0.699594, 0.431866, 4.31445
1.226, -0.00064648, 0.305045, 0.69948, 0.43611, 4.35685
1.236, -0.000654605, 0.307973, 0.699403, 0.440346, 4.39917
1.246, -0.000662812, 0.310909, 0.699288, 0.444611, 4.44188
1.256, -0.000670991, 0.313856, 0.699223, 0.448869, 4.48441
1.266, -0.000679264, 0.31681, 0.699091, 0.453187, 4.52752
1.276, -0.000687591, 0.319774, 0.698964, 0.457505, 4.57073
1.286, -0.000695864, 0.322748, 0.698883, 0.461809, 4.61379
1.296, -0.000704206, 0.325731, 0.698771, 0.466156, 4.65721
1.306, -0.000712608, 0.328722, 0.698637, 0.47053, 4.7009
1.316, -0.000721002, 0.331723, 0.698537, 0.474889, 4.74452
1.326, -0.000729437, 0.334733, 0.698406, 0.479294, 4.7885
1.336, -0.00073793, 0.337752, 0.698276, 0.483697, 4.8326
1.346, -0.000746356, 0.34078, 0.698204, 0.488089, 4.87647
1.356, -0.000754908, 0.343817, 0.69806, 0.492541, 4.92096
1.366, -0.000763496, 0.346862, 0.697916, 0.497002, 4.96561
1.376, -0.000772036, 0.349918, 0.697822, 0.501447, 5.01004
1.386, -0.000780619, 0.352982, 0.697713, 0.505923, 5.05473
1.396, -0.000789256, 0.356055, 0.697594, 0.510414, 5.09963
1.406, -0.000797933, 0.359136, 0.697456, 0.514936, 5.14481
1.416, -0.000806658, 0.362227, 0.697318, 0.519463, 5.19014
1.426, -0.000815328, 0.365327, 0.697226, 0.523982, 5.23527
1.436, -0.000824094, 0.368435, 0.69709, 0.52854, 5.28086
1.446, -0.000832854, 0.371552, 0.696978, 0.5331, 5.32643
1.456, -0.000841605, 0.374679, 0.696885, 0.537657, 5.37199
1.466, -0.000850413, 0.377814, 0.69677, 0.542248, 5.41786
1.476, -0.000859265, 0.380958, 0.696657, 0.546842, 5.46384
1.486, -0.000868136, 0.38411, 0.696539, 0.551462, 5.51002
1.496, -0.00087702, 0.387271, 0.696432, 0.556087, 5.55625
1.506, -0.000885951, 0.390441, 0.696315, 0.560735, 5.60269
1.516, -0.000894941, 0.39362, 0.696178, 0.565411, 5.64944
1.526, -0.000903944, 0.396807, 0.69605, 0.570092, 5.69625
1.536, -0.000912909, 0.400003, 0.695954, 0.574761, 5.74295
1.546, -0.000921907, 0.403207, 0.695858, 0.579449, 5.78978
1.556, -0.000930955, 0.406421, 0.695748, 0.584156, 5.83687
1.566, -0.000940031, 0.409642, 0.695642, 0.588878, 5.88406
1.576, -0.000949123, 0.412873, 0.695539, 0.59361, 5.93136
1.586, -0.000958252, 0.416112, 0.695428, 0.598363, 5.97887
1.596, -0.000967471, 0.419358, 0.695281, 0.603163, 6.02682
1.606, -0.000976705, 0.422614, 0.695146, 0.607963, 6.07481
1.616, -0.000985926, 0.425878, 0.695031, 0.612758, 6.12277
1.626, -0.000995184, 0.429151, 0.694904, 0.617581, 6.17097
1.636, -0.00100446, 0.432432, 0.694789, 0.622402, 6.2192
1.646, -0.00101375, 0.435721, 0.694673, 0.627245, 6.26758
1.656, -0.0010231, 0.439019, 0.694543, 0.632111, 6.31622
1.666, -0.00103245, 0.442325, 0.69443, 0.636971, 6.36485
1.676, -0.00104181, 0.44564, 0.694322, 0.641844, 6.41357
1.686, -0.00105119, 0.448963, 0.694219, 0.646729, 6.46238
1.696, -0.00106061, 0.452294, 0.694108, 0.651629, 6.51139
1.706, -0.00107008, 0.455634, 0.693983, 0.656558, 6.56068
1.716, -0.00107956, 0.458982, 0.69387, 0.66149, 6.60998
1.726, -0.00108907, 0.462338, 0.693753, 0.666439, 6.65946
1.736, -0.00109858, 0.465702, 0.693648, 0.671392, 6.70895
1.746, -0.00110817, 0.469074, 0.69352, 0.676379, 6.75881
1.756, -0.00111773, 0.472455, 0.693415, 0.681354, 6.80857
1.766, -0.00112735, 0.475844, 0.693293, 0.686368, 6.85864
1.776, -0.00113699, 0.479241, 0.693177, 0.691378, 6.90878
1.786, -0.00114663, 0.482646, 0.693072, 0.696396, 6.95895
1.796, -0.00115631, 0.486059, 0.69296, 0.701437, 7.00931
1.806, -0.00116606, 0.48948, 0.692831, 0.706505, 7.05999
1.816, -0.00117577, 0.49291, 0.692728, 0.711559, 7.11053
1.826, -0.00118552, 0.496347, 0.692614, 0.716638, 7.16132
1.836, -0.00119532, 0.499792, 0.692496, 0.721735, 7.21228
1.846, -0.00120511, 0.503246, 0.692393, 0.726833, 7.26321
1.856, -0.00121493, 0.506707, 0.692287, 0.731942, 7.31432
1.866, -0.00122479, 0.510177, 0.692175, 0.737076, 7.36561
1.876, -0.0012347, 0.513654, 0.692053, 0.742233, 7.41715
1.886, -0.00124464, 0.517139, 0.691928, 0.747403, 7.46884
1.896, -0.00125457, 0.520632, 0.691816, 0.752572, 7.52052
1.906, -0.00126454, 0.524133, 0.691699, 0.757758, 7.5724
1.916, -0.00127452, 0.527642, 0.691588, 0.762956, 7.62435
1.926, -0.00128455, 0.531158, 0.691467, 0.768172, 7.67653
1.936, -0.00129458, 0.534683, 0.691357, 0.773394, 7.72871
1.946, -0.00130464, 0.538215, 0.691246, 0.778629, 7.78104
1.956, -0.00131471, 0.541755, 0.691136, 0.783874, 7.83349
1.966, -0.00132482, 0.545303, 0.691026, 0.789133, 7.88607
1.976, -0.00133498, 0.548858, 0.690901, 0.794425, 7.93894
1.986, -0.00134517, 0.552421, 0.690777, 0.799721, 7.99193
1.996, -0.00135536, 0.555992, 0.690663, 0.805024, 8.04495
2.006, -0.00136555, 0.559571, 0.690557, 0.81033, 8.098
2.016, -0.00137578, 0.563158, 0.690447, 0.815656, 8.15122
2.026, -0.00138606, 0.566751, 0.690326, 0.821005, 8.2047
2.036, -0.00139634, 0.570353, 0.690215, 0.826356, 8.25819
2.046, -0.00140665, 0.573962, 0.6901, 0.831721, 8.31186
2.056, -0.001417, 0.577579, 0.689981, 0.837106, 8.36569
2.066, -0.00142734, 0.581203, 0.689878, 0.842486, 8.41947
2.076, -0.00143772, 0.584835, 0.689761, 0.847896, 8.47353
2.086, -0.00144816, 0.588474, 0.68964, 0.85332, 8.52778
2.096, -0.00145859, 0.592121, 0.689528, 0.858747, 8.58205
2.106, -0.00146902, 0.595776, 0.68942, 0.864182, 8.63639
2.116, -0.0014795, 0.599438, 0.689308, 0.869635, 8.69091
2.126, -0.00149002, 0.603107, 0.689191, 0.87511, 8.74561
2.136, -0.00150056, 0.606784, 0.689073, 0.880596, 8.80046
2.146, -0.0015111, 0.610468, 0.688965, 0.886079, 8.8553
2.156, -0.00152167, 0.614159, 0.688853, 0.891584, 8.91032
2.166, -0.0015323, 0.617858, 0.688732, 0.897108, 8.96558
2.176, -0.00154291, 0.621565, 0.688621, 0.902635, 9.02083
2.186, -0.00155355, 0.625278, 0.688514, 0.90817, 9.07617
2.196, -0.00156423, 0.628999, 0.688396, 0.913733, 9.13176
2.206, -0.00157491, 0.632727, 0.68829, 0.919288, 9.18732
2.216, -0.00158563, 0.636463, 0.688173, 0.924875, 9.24315
2.226, -0.00159639, 0.640206, 0.688057, 0.930469, 9.29909
2.236, -0.00160714, 0.643956, 0.687952, 0.936062, 9.35501
2.246, -0.00161792, 0.647713, 0.687842, 0.941674, 9.41112
2.256, -0.00162872, 0.651477, 0.687732, 0.9473, 9.46735
2.266, -0.00163957, 0.655249, 0.687619, 0.952938, 9.52376
2.276, -0.0016504, 0.659028, 0.687513, 0.958581, 9.58018
2.286, -0.00166127, 0.662814, 0.687409, 0.964236, 9.63669
2.296, -0.00167216, 0.666607, 0.687303, 0.969902, 9.69335
2.306, -0.00168307, 0.670407, 0.687197, 0.975582, 9.75014
2.316, -0.00169401, 0.674214, 0.68709, 0.981276, 9.80706
2.326, -0.00170497, 0.678028, 0.686984, 0.986978, 9.86408
2.336, -0.00171595, 0.68185, 0.686877, 0.992698, 9.92124
2.346, -0.00172695, 0.685678, 0.686774, 0.998421, 9.97847
2.356, -0.00173798, 0.689514, 0.686669, 1.00416, 10.0358
2.366, -0.00174902, 0.693356, 0.686565, 1.00991, 10.0933
2.376, -0.00176009, 0.697206, 0.68646, 1.01567, 10.1509
2.386, -0.00177118, 0.701062, 0.686357, 1.02144, 10.2086
2.396, -0.0017823, 0.704925, 0.686251, 1.02723, 10.2665
2.406, -0.00179344, 0.708796, 0.686146, 1.03303, 10.3245
2.416, -0.00180459, 0.712673, 0.686044, 1.03883, 10.3825
2.426, -0.00181578, 0.716557, 0.685939, 1.04465, 10.4407
2.436, -0.001827, 0.720447, 0.685829, 1.05049, 10.4991
2.446, -0.00183822, 0.724345, 0.685728, 1.05633, 10.5575
2.456, -0.00184948, 0.72825, 0.68562, 1.06219, 10.6161
2.466, -0.00186075, 0.732161, 0.685517, 1.06806, 10.6747
2.476, -0.00187204, 0.736079, 0.685417, 1.07393, 10.7334
2.486, -0.00188335, 0.740004, 0.685313, 1.07982, 10.7923
2.496, -0.00189468, 0.743936, 0.685212, 1.08572, 10.8513
2.506, -0.00190603, 0.747874, 0.685112, 1.09162, 10.9103
2.516, -0.0019174, 0.751819, 0.685012, 1.09754, 10.9695
2.526, -0.00192881, 0.755771, 0.684908, 1.10348, 11.0289
2.536, -0.00194023, 0.75973, 0.684808, 1.10942, 11.0883
2.546, -0.00195169, 0.763695, 0.684701, 1.11539, 11.1479
2.556, -0.00196315, 0.767667, 0.684599, 1.12136, 11.2076
2.566, -0.00197465, 0.771645, 0.684493, 1.12734, 11.2674
2.576, -0.00198616, 0.77563, 0.684392, 1.13333, 11.3273
2.586, -0.0019977, 0.779622, 0.684288, 1.13933, 11.3873
2.596, -0.00200925, 0.78362, 0.684188, 1.14535, 11.4474
2.606, -0.00202082, 0.787624, 0.684087, 1.15137, 11.5077
2.616, -0.00203243, 0.791636, 0.683982, 1.15741, 11.5681
2.626, -0.00204404, 0.795653, 0.683882, 1.16345, 11.6285
2.636, -0.00205569, 0.799678, 0.683777, 1.16952, 11.6891
2.646, -0.00206737, 0.803708, 0.683671, 1.17559, 11.7499
2.656, -0.00207906, 0.807745, 0.683566, 1.18168, 11.8107
2.666, -0.00209077, 0.811789, 0.683463, 1.18778, 11.8717
2.676, -0.00210249, 0.815839, 0.683364, 1.19388, 11.9326
2.686, -0.00211423, 0.819896, 0.683265, 1.19999, 11.9937
2.696, -0.00212599, 0.823959, 0.683164, 1.20611, 12.055
2.706, -0.00213779, 0.828028, 0.683061, 1.21225, 12.1163
2.716, -0.0021496, 0.832103, 0.68296, 1.2184, 12.1778
2.726, -0.00216143, 0.836185, 0.682859, 1.22455, 12.2394
2.736, -0.0021733, 0.840273, 0.682754, 1.23073, 12.3011
2.746, -0.00218518, 0.844368, 0.682652, 1.23691, 12.3629
2.756, -0.00219706, 0.848469, 0.682554, 1.2431, 12.4248
2.766, -0.00220897, 0.852576, 0.682455, 1.2493, 12.4867
2.776, -0.0022209, 0.856689, 0.682355, 1.25551, 12.5489
2.786, -0.00223286, 0.860808, 0.682256, 1.26173, 12.6111
2.796, -0.00224484, 0.864934, 0.682155, 1.26796, 12.6734
2.806, -0.00225684, 0.869066, 0.682054, 1.27421, 12.7358
2.816, -0.00226885, 0.873204, 0.681955, 1.28046, 12.7983
2.826, -0.00228089, 0.877348, 0.681854, 1.28673, 12.861
2.836, -0.00229295, 0.881499, 0.681756, 1.293, 12.9237
2.846, -0.00230501, 0.885655, 0.681658, 1.29928, 12.9866
2.856, -0.00231711, 0.889818, 0.68156, 1.30558, 13.0495
2.866, -0.00232922, 0.893986, 0.681462, 1.31188, 13.1125
2.876, -0.00234137, 0.898161, 0.681362, 1.3182, 13.1757
2.886, -0.00235352, 0.902342, 0.681263, 1.32453, 13.239
2.896, -0.0023657, 0.906529, 0.681165, 1.33087, 13.3024
2.906, -0.0023779, 0.910721, 0.681066, 1.33722, 13.3658
2.916, -0.00239011, 0.91492, 0.680969, 1.34358, 13.4294
2.926, -0.00240235, 0.919125, 0.680869, 1.34995, 13.4931
2.936, -0.00241461, 0.923336, 0.680772, 1.35633, 13.5569
2.946, -0.00242689, 0.927552, 0.680673, 1.36272, 13.6208
2.956, -0.00243918, 0.931775, 0.680578, 1.36911, 13.6847
2.966, -0.0024515, 0.936004, 0.680478, 1.37553, 13.7489
2.976, -0.00246384, 0.940238, 0.680381, 1.38195, 13.8131
2.986, -0.0024762, 0.944478, 0.680282, 1.38838, 13.8774
2.996, -0.00248857, 0.948724, 0.680186, 1.39482, 13.9418
3.006, -0.00250097, 0.952976, 0.680087, 1.40128, 14.0063
3.016, -0.00251339, 0.957234, 0.679989, 1.40774, 14.0709
3.026, -0.00252584, 0.961498, 0.679888, 1.41422, 14.1357
3.036, -0.0025383, 0.965767, 0.679792, 1.4207, 14.2005
3.046, -0.00255076, 0.970042, 0.679696, 1.42719, 14.2654
3.056, -0.00256326, 0.974323, 0.679599, 1.43369, 14.3304
3.066, -0.00257577, 0.978609, 0.679502, 1.44021, 14.3956
3.076, -0.0025883, 0.982902, 0.679406, 1.44673, 14.4607
3.086, -0.00260084, 0.9872, 0.679311, 1.45326, 14.526
3.096, -0.00261342, 0.991503, 0.679213, 1.4598, 14.5915
3.106, -0.002626, 0.995813, 0.679118, 1.46635, 14.657
3.116, -0.00263861, 1.00013, 0.679022, 1.47292, 14.7226
3.126, -0.00265125, 1.00445, 0.678925, 1.47949, 14.7883
3.136, -0.00266389, 1.00877, 0.67883, 1.48607, 14.8541
3.146, -0.00267655, 1.01311, 0.678733, 1.49267, 14.9201
3.156, -0.00268925, 1.01744, 0.678636, 1.49927, 14.9861
3.166, -0.00270195, 1.02179, 0.67854, 1.50588, 15.0522
3.176, -0.00271467, 1.02614, 0.678445, 1.5125, 15.1184
3.186, -0.0027274, 1.03049, 0.678351, 1.51913, 15.1847
3.196, -0.00274016, 1.03485, 0.678256, 1.52577, 15.2511
3.206, -0.00275293, 1.03921, 0.678163, 1.53242, 15.3175
3.216, -0.00276572, 1.04358, 0.678068, 1.53908, 15.3841
3.226, -0.00277853, 1.04796, 0.677975, 1.54574, 15.4507
3.236, -0.00279136, 1.05234, 0.677882, 1.55242, 15.5175
3.246, -0.00280421, 1.05673, 0.677787, 1.55911, 15.5844
3.256, -0.00281708, 1.06112, 0.677692, 1.56581, 15.6514
3.266, -0.00282997, 1.06552, 0.677599, 1.57251, 15.7184
3.276, -0.00284287, 1.06992, 0.677505, 1.57923, 15.7856
3.286, -0.0028558, 1.07433, 0.677411, 1.58596, 15.8528
3.296, -0.00286873, 1.07874, 0.677318, 1.59269, 15.9202
3.306, -0.00288169, 1.08316, 0.677225, 1.59944, 15.9876
3.316, -0.00289467, 1.08759, 0.677131, 1.60619, 16.0552
3.326, -0.00290768, 1.09202, 0.677034, 1.61296, 16.1229
3.336, -0.0029207, 1.09645, 0.67694, 1.61974, 16.1906
3.346, -0.00293373, 1.10089, 0.676847, 1.62652, 16.2584
3.356, -0.00294678, 1.10534, 0.676754, 1.63331, 16.3264
3.366, -0.00295984, 1.10979, 0.676662, 1.64011, 16.3943
3.376, -0.00297293, 1.11424, 0.676569, 1.64692, 16.4624
3.386, -0.00298603, 1.1187, 0.676478, 1.65374, 16.5306
3.396, -0.00299914, 1.12317, 0.676386, 1.66057, 16.5988
3.406, -0.00301228, 1.12764, 0.676293, 1.66741, 16.6673
3.416, -0.00302544, 1.13212, 0.676201, 1.67426, 16.7357
3.426, -0.00303861, 1.1366, 0.676109, 1.68111, 16.8042
3.436, -0.0030518, 1.14109, 0.676018, 1.68797, 16.8729
3.446, -0.00306501, 1.14558, 0.675926, 1.69485, 16.9416
3.456, -0.00307823, 1.15007, 0.675834, 1.70173, 17.0104
3.466, -0.00309147, 1.15458, 0.675744, 1.70862, 17.0793
3.476, -0.00310473, 1.15908, 0.675652, 1.71552, 17.1483
3.486, -0.00311801, 1.16359, 0.675561, 1.72244, 17.2174
3.496, -0.0031313, 1.16811, 0.675469, 1.72936, 17.2866
3.506, -0.00314461, 1.17263, 0.675379, 1.73628, 17.3559
3.516, -0.00315794, 1.17716, 0.675288, 1.74322, 17.4253
3.526, -0.00317129, 1.18169, 0.675197, 1.75017, 17.4947
3.536, -0.00318465, 1.18623, 0.675105, 1.75713, 17.5643
3.546, -0.00319803, 1.19077, 0.675014, 1.76409, 17.6339
3.556, -0.00321143, 1.19532, 0.674924, 1.77106, 17.7037
3.566, -0.00322484, 1.19987, 0.674835, 1.77804, 17.7734
3.576, -0.00323827, 1.20443, 0.674744, 1.78503, 17.8433
3.586, -0.00325172, 1.20899, 0.674654, 1.79203, 17.9133
3.596, -0.00326517, 1.21355, 0.674566, 1.79904, 17.9834
3.606, -0.00327865, 1.21812, 0.674477, 1.80605, 18.0535
3.616, -0.00329214, 1.2227, 0.674388, 1.81307, 18.1237
3.626, -0.00330566, 1.22728, 0.674298, 1.82011, 18.194
3.636, -0.00331918, 1.23186, 0.67421, 1.82715, 18.2644
3.646, -0.00333273, 1.23645, 0.67412, 1.8342, 18.335
3.656, -0.0033463, 1.24105, 0.67403, 1.84126, 18.4056
3.666, -0.00335988, 1.24565, 0.673942, 1.84833, 18.4762
3.676, -0.00337347, 1.25025, 0.673853, 1.85541, 18.547
3.686, -0.00338708, 1.25486, 0.673763, 1.86249, 18.6178
3.696, -0.00340072, 1.25948, 0.673674, 1.86959, 18.6888
3.706, -0.00341436, 1.26409, 0.673585, 1.87669, 18.7598
3.716, -0.00342803, 1.26872, 0.673496, 1.8838, 18.8309
3.726, -0.00344171, 1.27334, 0.673407, 1.89092, 18.9021
3.736, -0.0034554, 1.27798, 0.67332, 1.89805, 18.9734
3.746, -0.00346911, 1.28261, 0.673231, 1.90518, 19.0447
3.756, -0.00348283, 1.28725, 0.673143, 1.91233, 19.1161
3.766, -0.00349658, 1.2919, 0.673055, 1.91948, 19.1877
3.776, -0.00351033, 1.29655, 0.672967, 1.92664, 19.2593
3.786, -0.00352411, 1.30121, 0.67288, 1.93381, 19.3309
3.796, -0.00353789, 1.30587, 0.672793, 1.94099, 19.4027
3.806, -0.0035517, 1.31053, 0.672705, 1.94817, 19.4745
3.816, -0.00356552, 1.3152, 0.672618, 1.95537, 19.5465
3.826, -0.00357935, 1.31987, 0.672531, 1.96257, 19.6185
3.836, -0.0035932, 1.32455, 0.672445, 1.96978, 19.6905
3.846, -0.00360707, 1.32923, 0.672357, 1.97699, 19.7627
3.856, -0.00362095, 1.33392, 0.67227, 1.98422, 19.835
3.866, -0.00363485, 1.33861, 0.672184, 1.99145, 19.9073
3.876, -0.00364876, 1.3433, 0.672098, 1.99869, 19.9797
3.886, -0.00366269, 1.348, 0.672012, 2.00594, 20.0522
3.896, -0.00367663, 1.35271, 0.671926, 2.0132, 20.1248
3.906, -0.00369059, 1.35741, 0.67184, 2.02047, 20.1974
3.916, -0.00370457, 1.36213, 0.671753, 2.02774, 20.2702
