Shear strain (%), Vert strain (%), Shear stress (atm), Shear stress ratio, Vert eff stress (atm), Vert eff stress ratio
9.346, -0.0123335, 4.1021, 0.636535, 6.44447, 257.743
9.356, -0.0123507, 4.10747, 0.636481, 6.45347, 258.103
9.366, -0.012368, 4.11284, 0.636426, 6.46246, 258.462
9.376, -0.0123853, 4.11821, 0.636372, 6.47145, 258.822
9.386, -0.0124026, 4.12358, 0.636318, 6.48044, 259.182
9.396, -0.0124198, 4.12895, 0.636263, 6.48943, 259.541
9.406, -0.0124371, 4.13432, 0.636209, 6.49842, 259.901
9.416, -0.0124544, 4.13969, 0.636155, 6.50741, 260.26
9.426, -0.0124716, 4.14505, 0.636101, 6.5164, 260.62
9.436, -0.0124889, 4.15042, 0.636047, 6.52538, 260.979
9.446, -0.0125062, 4.15578, 0.635993, 6.53437, 261.339
9.456, -0.0125234, 4.16114, 0.635939, 6.54336, 261.698
9.466, -0.0125407, 4.1665, 0.635885, 6.55234, 262.058
9.476, -0.0125579, 4.17186, 0.635831, 6.56133, 262.417
9.486, -0.0125752, 4.17722, 0.635777, 6.57031, 262.777
9.496, -0.0125925, 4.18258, 0.635723, 6.5793, 263.136
9.506, -0.0126097, 4.18793, 0.63567, 6.58828, 263.495
9.516, -0.012627, 4.19329, 0.635616, 6.59726, 263.855
9.526, -0.0126442, 4.19864, 0.635562, 6.60624, 264.214
9.536, -0.0126615, 4.204, 0.635509, 6.61522, 264.573
9.546, -0.0126787, 4.20935, 0.635455, 6.6242, 264.932
9.556, -0.012696, 4.2147, 0.635401, 6.63318, 265.291
9.566, -0.0127132, 4.22005, 0.635348, 6.64216, 265.651
9.576, -0.0127305, 4.2254, 0.635294, 6.65114, 266.01
9.586, -0.0127477, 4.23074, 0.635241, 6.66012, 266.369
9.596, -0.012765, 4.23609, 0.635187, 6.66909, 266.728
9.606, -0.0127822, 4.24143, 0.635134, 6.67807, 267.087
9.616, -0.0127994, 4.24678, 0.635081, 6.68704, 267.446
9.626, -0.0128167, 4.25212, 0.635027, 6.69602, 267.805
9.636, -0.0128339, 4.25746, 0.634974, 6.70499, 268.164
9.646, -0.0128512, 4.2628, 0.634921, 6.71396, 268.523
9.656, -0.0128684, 4.26814, 0.634868, 6.72293, 268.881
9.666, -0.0128856, 4.27348, 0.634815, 6.7319, 269.24
9.676, -0.0129028, 4.27881, 0.634762, 6.74087, 269.599
9.686, -0.0129201, 4.28415, 0.634709, 6.74984, 269.958
9.696, -0.0129373, 4.28948, 0.634656, 6.75881, 270.317
9.706, -0.0129545, 4.29481, 0.634603, 6.76778, 270.675
9.716, -0.0129718, 4.30014, 0.63455, 6.77674, 271.034
9.726, -0.012989, 4.30547, 0.634497, 6.78571, 271.392
9.736, -0.0130062, 4.3108, 0.634444, 6.79467, 271.751
9.746, -0.0130234, 4.31613, 0.634391, 6.80363, 272.11
9.756, -0.0130406, 4.32146, 0.634338, 6.8126, 272.468
9.766, -0.0130578, 4.32678, 0.634286, 6.82156, 272.826
9.776, -0.0130751, 4.3321, 0.634233, 6.83052, 273.185
9.786, -0.0130923, 4.33743, 0.63418, 6.83948, 273.543
9.796, -0.0131095, 4.34275, 0.634128, 6.84844, 273.902
9.806, -0.0131267, 4.34807, 0.634075, 6.85739, 274.26
9.816, -0.0131439, 4.35338, 0.634023, 6.86635, 274.618
9.826, -0.0131611, 4.3587, 0.63397, 6.8753, 274.976
9.836, -0.0131783, 4.36402, 0.633918, 6.88426, 275.335
9.846, -0.0131955, 4.36933, 0.633865, 6.89321, 275.693
9.856, -0.0132127, 4.37464, 0.633813, 6.90216, 276.051
9.866, -0.0132299, 4.37995, 0.633761, 6.91111, 276.409
9.876, -0.0132471, 4.38527, 0.633708, 6.92006, 276.767
9.886, -0.0132643, 4.39057, 0.633656, 6.92901, 277.125
9.896, -0.0132814, 4.39588, 0.633604, 6.93796, 277.483
9.906, -0.0132986, 4.40119, 0.633552, 6.94691, 277.841
9.916, -0.0133158, 4.40649, 0.633499, 6.95585, 278.198
9.926, -0.013333, 4.4118, 0.633447, 6.9648, 278.556
9.936, -0.0133502, 4.4171, 0.633395, 6.97374, 278.914
9.946, -0.0133674, 4.4224, 0.633343, 6.98268, 279.272
9.956, -0.0133845, 4.4277, 0.633291, 6.99162, 279.629
9.966, -0.0134017, 4.433, 0.633239, 7.00056, 279.987
9.976, -0.0134189, 4.43829, 0.633187, 7.0095, 280.344
9.986, -0.013436, 4.44359, 0.633136, 7.01844, 280.702
9.996, -0.0134532, 4.44888, 0.633084, 7.02738, 281.059
