Shear strain (%), Vert strain (%), Shear stress (atm), Shear stress ratio, Vert eff stress (atm), Vert eff stress ratio
1.076, -0.000389302, 0.466218, 0.663905, 0.702167, 1.40334
1.086, -0.000398888, 0.469974, 0.664537, 0.707155, 1.41331
1.096, -0.000408517, 0.47373, 0.665138, 0.712165, 1.42333
1.106, -0.000418186, 0.477485, 0.665711, 0.717196, 1.43338
1.116, -0.000427894, 0.481241, 0.666256, 0.722248, 1.44348
1.126, -0.000437641, 0.484996, 0.666777, 0.727319, 1.45362
1.136, -0.000447426, 0.488753, 0.667273, 0.732411, 1.4638
1.146, -0.000457247, 0.492511, 0.667747, 0.737521, 1.47402
1.156, -0.000467103, 0.496271, 0.668199, 0.74265, 1.48427
1.166, -0.000476995, 0.500033, 0.668632, 0.747798, 1.49456
1.176, -0.000486921, 0.503796, 0.669045, 0.752963, 1.50489
1.186, -0.000496881, 0.507562, 0.66944, 0.758146, 1.51525
1.196, -0.000506873, 0.511331, 0.669818, 0.763346, 1.52565
1.206, -0.000516899, 0.515103, 0.67018, 0.768563, 1.53608
1.216, -0.000526956, 0.518877, 0.670527, 0.773796, 1.54654
1.226, -0.000537044, 0.522655, 0.670859, 0.779046, 1.55704
1.236, -0.000547164, 0.526436, 0.671176, 0.784312, 1.56757
1.246, -0.000557313, 0.530221, 0.671481, 0.789594, 1.57813
1.256, -0.000567494, 0.53401, 0.671773, 0.794892, 1.58872
1.266, -0.000577708, 0.537802, 0.672051, 0.800208, 1.59935
1.276, -0.00058796, 0.541598, 0.672313, 0.805544, 1.61002
1.286, -0.00059825, 0.545399, 0.672562, 0.810898, 1.62072
1.296, -0.000608575, 0.549203, 0.672797, 0.816271, 1.63147
1.306, -0.000618935, 0.553012, 0.673019, 0.821662, 1.64224
1.316, -0.00062933, 0.556825, 0.673229, 0.827071, 1.65306
1.326, -0.000639759, 0.560642, 0.673426, 0.832498, 1.66391
1.336, -0.000650221, 0.564465, 0.673613, 0.837943, 1.6748
1.346, -0.000660717, 0.568291, 0.673789, 0.843405, 1.68572
1.356, -0.000671245, 0.572123, 0.673955, 0.848884, 1.69667
1.366, -0.000681805, 0.575959, 0.674111, 0.854379, 1.70766
1.376, -0.000692398, 0.579801, 0.674258, 0.859892, 1.71868
1.386, -0.000703022, 0.583647, 0.674396, 0.86542, 1.72973
1.396, -0.000713677, 0.587498, 0.674525, 0.870965, 1.74082
1.406, -0.000724362, 0.591355, 0.674646, 0.876526, 1.75194
1.416, -0.000735078, 0.595217, 0.674759, 0.882103, 1.76309
1.426, -0.000745825, 0.599084, 0.674865, 0.887696, 1.77427
1.436, -0.000756601, 0.602956, 0.674964, 0.893304, 1.78548
1.446, -0.000767407, 0.606834, 0.675055, 0.898927, 1.79673
1.456, -0.000778242, 0.610717, 0.675141, 0.904566, 1.808
1.466, -0.000789106, 0.614605, 0.67522, 0.91022, 1.81931
1.476, -0.000799999, 0.618499, 0.675293, 0.915889, 1.83064
1.486, -0.00081092, 0.622399, 0.67536, 0.921572, 1.84201
1.496, -0.000821869, 0.626304, 0.675422, 0.927271, 1.8534
1.506, -0.000832847, 0.630215, 0.675478, 0.932984, 1.86482
1.516, -0.000843852, 0.634132, 0.675529, 0.938711, 1.87628
1.526, -0.000854885, 0.638054, 0.675576, 0.944453, 1.88776
1.536, -0.000865945, 0.641982, 0.675618, 0.950209, 1.89927
1.546, -0.000877032, 0.645916, 0.675655, 0.955979, 1.9108
1.556, -0.000888146, 0.649855, 0.675688, 0.961764, 1.92237
1.566, -0.000899287, 0.653801, 0.675718, 0.967562, 1.93396
1.576, -0.000910454, 0.657752, 0.675743, 0.973373, 1.94558
1.586, -0.000921648, 0.66171, 0.675765, 0.979199, 1.95723
1.596, -0.000932867, 0.665673, 0.675783, 0.985038, 1.96891
1.606, -0.000944112, 0.669643, 0.675798, 0.99089, 1.98061
1.616, -0.000955383, 0.673618, 0.675809, 0.996756, 1.99234
1.626, -0.000966679, 0.6776, 0.675818, 1.00264, 2.00409
1.636, -0.000978, 0.681587, 0.675824, 1.00853, 2.01587
1.646, -0.000989346, 0.685581, 0.675827, 1.01443, 2.02768
1.656, -0.00100072, 0.689581, 0.675828, 1.02035, 2.03951
1.666, -0.00101211, 0.693587, 0.675827, 1.02628, 2.05137
1.676, -0.00102353, 0.6976, 0.675823, 1.03222, 2.06326
1.686, -0.00103497, 0.701618, 0.675817, 1.03818, 2.07516
1.696, -0.00104644, 0.705643, 0.67581, 1.04415, 2.0871
1.706, -0.00105793, 0.709675, 0.675801, 1.05013, 2.09905
1.716, -0.00106909, 0.713631, 0.67584, 1.0559, 2.11067
1.726, -0.00108, 0.717578, 0.675918, 1.06162, 2.1221
1.736, -0.00109096, 0.721531, 0.676001, 1.06734, 2.13353
1.746, -0.00110207, 0.725487, 0.676033, 1.07314, 2.14514
1.756, -0.00111317, 0.729451, 0.676101, 1.0789, 2.15664
1.766, -0.00112426, 0.73342, 0.676161, 1.08468, 2.16819
1.776, -0.00113563, 0.73739, 0.676139, 1.09059, 2.18
1.786, -0.00114686, 0.741369, 0.676165, 1.09642, 2.19169
1.796, -0.001158, 0.745356, 0.676224, 1.10222, 2.20328
1.806, -0.00116921, 0.749348, 0.676256, 1.10807, 2.21498
1.816, -0.00118045, 0.753345, 0.676301, 1.11391, 2.22666
1.826, -0.00119173, 0.757348, 0.676326, 1.11978, 2.23841
1.836, -0.001203, 0.761357, 0.676365, 1.12566, 2.25013
1.846, -0.00121448, 0.765368, 0.676344, 1.13163, 2.26206
1.856, -0.00122607, 0.769383, 0.67629, 1.13765, 2.27412
1.866, -0.00123743, 0.773409, 0.676321, 1.14355, 2.28592
1.876, -0.00124879, 0.777441, 0.676341, 1.14948, 2.29777
1.886, -0.00126019, 0.781478, 0.676354, 1.15543, 2.30966
1.896, -0.00127159, 0.785521, 0.676386, 1.16135, 2.3215
1.906, -0.00128306, 0.789569, 0.676388, 1.16732, 2.33346
1.916, -0.00129449, 0.793624, 0.676416, 1.17328, 2.34536
1.926, -0.00130598, 0.797684, 0.676431, 1.17925, 2.35731
1.936, -0.00131752, 0.801748, 0.676428, 1.18528, 2.36933
1.946, -0.00132941, 0.805813, 0.676336, 1.19146, 2.38168
1.956, -0.00134101, 0.809889, 0.67634, 1.19746, 2.39371
1.966, -0.00135277, 0.813968, 0.676281, 1.20359, 2.40598
1.976, -0.00136439, 0.818056, 0.676285, 1.20963, 2.41805
1.986, -0.00137594, 0.82215, 0.676297, 1.21567, 2.43012
1.996, -0.00138779, 0.826246, 0.676236, 1.22182, 2.44245
2.006, -0.00139947, 0.83035, 0.676229, 1.22791, 2.45461
2.016, -0.00141128, 0.834458, 0.676186, 1.23406, 2.46692
2.026, -0.00142304, 0.838573, 0.676175, 1.24018, 2.47913
2.036, -0.00143491, 0.842692, 0.676131, 1.24636, 2.49147
2.046, -0.00144667, 0.846819, 0.676124, 1.25246, 2.5037
2.056, -0.00145837, 0.850952, 0.676129, 1.25857, 2.51591
2.066, -0.00147032, 0.855087, 0.676073, 1.26478, 2.52834
2.076, -0.00148214, 0.859231, 0.676066, 1.27093, 2.54063
2.086, -0.00149394, 0.86338, 0.676059, 1.27708, 2.55293
2.096, -0.00150589, 0.867533, 0.676021, 1.28329, 2.56536
2.106, -0.00151779, 0.871692, 0.675998, 1.2895, 2.57775
2.116, -0.00152976, 0.875857, 0.675968, 1.29572, 2.59018
2.126, -0.00154179, 0.880026, 0.675919, 1.30198, 2.6027
2.136, -0.00155375, 0.884201, 0.675892, 1.30821, 2.61516
2.146, -0.00156585, 0.888381, 0.675836, 1.31449, 2.62775
2.156, -0.00157774, 0.892569, 0.675837, 1.3207, 2.64014
2.166, -0.00158981, 0.896761, 0.675794, 1.32697, 2.65271
2.176, -0.00160188, 0.900958, 0.67576, 1.33326, 2.66526
2.186, -0.00161387, 0.905162, 0.675752, 1.3395, 2.67773
2.196, -0.00162595, 0.90937, 0.675716, 1.34579, 2.69033
2.206, -0.00163807, 0.913584, 0.67568, 1.35211, 2.70294
2.216, -0.00165017, 0.917803, 0.67566, 1.35839, 2.71551
2.226, -0.00166223, 0.922029, 0.675643, 1.36468, 2.72809
2.236, -0.00167438, 0.926259, 0.675609, 1.37101, 2.74074
2.246, -0.00168679, 0.930491, 0.675517, 1.37745, 2.75365
2.256, -0.00169894, 0.934732, 0.675505, 1.38375, 2.76625
2.266, -0.00171108, 0.938979, 0.675479, 1.39011, 2.77893
2.276, -0.00172349, 0.943228, 0.675402, 1.39655, 2.79182
2.286, -0.00173579, 0.947484, 0.675353, 1.40296, 2.80463
2.296, -0.00174805, 0.951746, 0.675322, 1.40933, 2.81738
2.306, -0.00176029, 0.956013, 0.675292, 1.4157, 2.83014
2.316, -0.00177256, 0.960286, 0.675264, 1.42209, 2.84291
2.326, -0.00178487, 0.964564, 0.675228, 1.42852, 2.85573
2.336, -0.00179736, 0.968845, 0.675162, 1.43499, 2.86869
2.346, -0.00180969, 0.973133, 0.675127, 1.44142, 2.88154
2.356, -0.00182201, 0.977427, 0.675101, 1.44782, 2.89437
2.366, -0.00183434, 0.981726, 0.675073, 1.45427, 2.90723
2.376, -0.00184675, 0.98603, 0.675035, 1.46073, 2.92014
2.386, -0.00185921, 0.990339, 0.674992, 1.46719, 2.93309
2.396, -0.00187164, 0.994653, 0.674956, 1.47366, 2.94603
2.406, -0.00188424, 0.998971, 0.674882, 1.48023, 2.95915
2.416, -0.00189677, 1.00329, 0.674837, 1.48673, 2.97216
2.426, -0.00190926, 1.00762, 0.674795, 1.49324, 2.98518
2.436, -0.00192175, 1.01196, 0.674759, 1.49974, 2.99818
2.446, -0.00193429, 1.0163, 0.674716, 1.50627, 3.01124
2.456, -0.00194679, 1.02064, 0.674685, 1.51278, 3.02425
2.466, -0.00195944, 1.02499, 0.674623, 1.51936, 3.03742
2.476, -0.00197212, 1.02935, 0.674561, 1.52597, 3.05061
2.486, -0.00198474, 1.03371, 0.67452, 1.53252, 3.06372
2.496, -0.00199731, 1.03807, 0.674484, 1.53907, 3.07683
2.506, -0.00200989, 1.04244, 0.674451, 1.54563, 3.08994
2.516, -0.00202253, 1.04682, 0.674412, 1.5522, 3.10309
2.526, -0.00203528, 1.0512, 0.674353, 1.55884, 3.11635
2.536, -0.00204801, 1.05558, 0.6743, 1.56546, 3.1296
2.546, -0.00206068, 1.05997, 0.674264, 1.57206, 3.14279
2.556, -0.00207339, 1.06437, 0.67422, 1.57868, 3.15603
2.566, -0.00208621, 1.06877, 0.674157, 1.58536, 3.16938
2.576, -0.00209903, 1.07317, 0.674102, 1.59201, 3.1827
2.586, -0.00211181, 1.07758, 0.674055, 1.59867, 3.19601
2.596, -0.00212469, 1.082, 0.673991, 1.60538, 3.20941
2.606, -0.00213752, 1.08642, 0.673939, 1.61206, 3.22277
2.616, -0.00215036, 1.09084, 0.673889, 1.61873, 3.23614
2.626, -0.00216319, 1.09527, 0.673845, 1.62542, 3.24949
2.636, -0.00217609, 1.0997, 0.673791, 1.63212, 3.26292
2.646, -0.00218895, 1.10414, 0.673747, 1.63883, 3.2763
2.656, -0.00220195, 1.10859, 0.67368, 1.64559, 3.28982
2.666, -0.00221491, 1.11304, 0.673621, 1.65233, 3.30332
2.676, -0.00222784, 1.11749, 0.673571, 1.65906, 3.31678
2.686, -0.00224077, 1.12195, 0.673526, 1.66579, 3.33024
2.696, -0.00225376, 1.12641, 0.67347, 1.67257, 3.34377
2.706, -0.00226693, 1.13088, 0.673383, 1.67941, 3.35747
2.716, -0.00227995, 1.13535, 0.673333, 1.68618, 3.371
2.726, -0.00229298, 1.13983, 0.673276, 1.69297, 3.38458
2.736, -0.00230603, 1.14431, 0.673222, 1.69977, 3.39817
2.746, -0.00231921, 1.1488, 0.67315, 1.70661, 3.41186
2.756, -0.00233237, 1.15329, 0.673077, 1.71346, 3.42557
2.766, -0.00234549, 1.15778, 0.67302, 1.7203, 3.43923
2.776, -0.00235864, 1.16228, 0.672957, 1.72714, 3.45292
2.786, -0.00237177, 1.16679, 0.672904, 1.73397, 3.46658
2.796, -0.00238491, 1.1713, 0.67285, 1.74082, 3.48026
2.806, -0.00239816, 1.17581, 0.672777, 1.74773, 3.49406
2.816, -0.00241149, 1.18033, 0.672698, 1.75464, 3.5079
2.826, -0.00242472, 1.18486, 0.672634, 1.76153, 3.52169
2.836, -0.0024379, 1.18938, 0.672584, 1.7684, 3.53541
2.846, -0.00245111, 1.19392, 0.672532, 1.77527, 3.54917
2.856, -0.00246437, 1.19846, 0.67247, 1.78219, 3.56299
2.866, -0.00247771, 1.203, 0.672402, 1.78912, 3.57686
2.876, -0.00249101, 1.20755, 0.672342, 1.79604, 3.5907
2.886, -0.00250436, 1.2121, 0.672278, 1.80298, 3.60458
2.896, -0.0025177, 1.21665, 0.672214, 1.80994, 3.61848
2.906, -0.00253104, 1.22121, 0.672155, 1.81688, 3.63236
2.916, -0.00254444, 1.22578, 0.672088, 1.82386, 3.64631
2.926, -0.00255785, 1.23035, 0.672022, 1.83083, 3.66026
2.936, -0.00257122, 1.23492, 0.671964, 1.83779, 3.67419
2.946, -0.00258463, 1.2395, 0.671904, 1.84477, 3.68815
2.956, -0.00259808, 1.24408, 0.67184, 1.85177, 3.70214
2.966, -0.0026115, 1.24867, 0.671783, 1.85875, 3.71611
2.976, -0.00262495, 1.25326, 0.671722, 1.86576, 3.73012
2.986, -0.00263841, 1.25786, 0.671663, 1.87276, 3.74413
2.996, -0.00265192, 1.26246, 0.671598, 1.8798, 3.75819
3.006, -0.00266548, 1.26706, 0.671526, 1.88686, 3.7723
3.016, -0.00267904, 1.27167, 0.671459, 1.89391, 3.78641
3.026, -0.00269258, 1.27628, 0.671395, 1.90096, 3.80051
3.036, -0.00270613, 1.2809, 0.671335, 1.90801, 3.81461
3.046, -0.00271977, 1.28552, 0.671257, 1.91512, 3.82882
3.056, -0.00273342, 1.29015, 0.671185, 1.92222, 3.84301
3.066, -0.00274705, 1.29478, 0.671118, 1.92931, 3.8572
3.076, -0.00276066, 1.29941, 0.671055, 1.93639, 3.87137
3.086, -0.00277428, 1.30405, 0.670994, 1.94348, 3.88555
3.096, -0.00278791, 1.3087, 0.670933, 1.95058, 3.89974
3.106, -0.00280164, 1.31334, 0.670859, 1.95773, 3.91402
3.116, -0.00281533, 1.318, 0.670795, 1.96485, 3.92827
3.126, -0.00282901, 1.32265, 0.670733, 1.97197, 3.94252
3.136, -0.0028427, 1.32731, 0.670672, 1.9791, 3.95677
3.146, -0.00285642, 1.33198, 0.670608, 1.98625, 3.97106
3.156, -0.00287017, 1.33665, 0.670544, 1.9934, 3.98536
3.166, -0.002884, 1.34132, 0.670468, 2.00059, 3.99975
3.176, -0.00289781, 1.346, 0.670398, 2.00778, 4.01412
3.186, -0.00291157, 1.35068, 0.670338, 2.01494, 4.02844
3.196, -0.00292536, 1.35536, 0.670273, 2.02213, 4.04281
3.206, -0.00293918, 1.36005, 0.670208, 2.02932, 4.0572
3.216, -0.00295299, 1.36475, 0.670147, 2.0365, 4.07157
3.226, -0.00296685, 1.36944, 0.670079, 2.04373, 4.086
3.236, -0.00298074, 1.37414, 0.670011, 2.05095, 4.10045
3.246, -0.00299462, 1.37885, 0.669945, 2.05817, 4.1149
3.256, -0.00300852, 1.38356, 0.66988, 2.06541, 4.12936
3.266, -0.00302248, 1.38827, 0.669804, 2.07267, 4.1439
3.276, -0.0030364, 1.39299, 0.669741, 2.07992, 4.15838
3.286, -0.00305034, 1.39771, 0.669672, 2.08718, 4.17291
3.296, -0.00306433, 1.40244, 0.669601, 2.09447, 4.18747
3.306, -0.00307831, 1.40717, 0.669535, 2.10173, 4.20201
3.316, -0.00309232, 1.4119, 0.669463, 2.10902, 4.2166
3.326, -0.00310631, 1.41664, 0.669398, 2.11631, 4.23116
3.336, -0.00312035, 1.42138, 0.669328, 2.12361, 4.24577
3.346, -0.0031344, 1.42613, 0.669258, 2.13093, 4.26039
3.356, -0.00314844, 1.43087, 0.669191, 2.13824, 4.27501
3.366, -0.0031625, 1.43563, 0.669124, 2.14556, 4.28964
3.376, -0.0031766, 1.44038, 0.669052, 2.1529, 4.30432
3.386, -0.00319077, 1.44515, 0.668973, 2.16027, 4.31907
3.396, -0.00320489, 1.44991, 0.668903, 2.16761, 4.33376
3.406, -0.00321901, 1.45468, 0.668834, 2.17497, 4.34847
3.416, -0.00323315, 1.45945, 0.668765, 2.18233, 4.36319
3.426, -0.00324731, 1.46423, 0.668695, 2.1897, 4.37793
3.436, -0.00326148, 1.46901, 0.668625, 2.19708, 4.39268
3.446, -0.00327566, 1.47379, 0.668557, 2.20446, 4.40744
3.456, -0.00328986, 1.47858, 0.668488, 2.21185, 4.42222
3.466, -0.00330406, 1.48337, 0.668419, 2.21924, 4.437
3.476, -0.00331834, 1.48816, 0.668343, 2.22667, 4.45186
3.486, -0.00333258, 1.49296, 0.668273, 2.23409, 4.46668
3.496, -0.00334682, 1.49777, 0.668206, 2.2415, 4.48151
3.506, -0.00336112, 1.50257, 0.668131, 2.24894, 4.4964
3.516, -0.00337541, 1.50738, 0.668061, 2.25637, 4.51127
3.526, -0.00338968, 1.51219, 0.667994, 2.26381, 4.52613
3.536, -0.00340399, 1.51701, 0.667924, 2.27126, 4.54102
3.546, -0.00341839, 1.52183, 0.667844, 2.27875, 4.55601
3.556, -0.00343273, 1.52666, 0.667774, 2.28621, 4.57093
3.566, -0.00344706, 1.53148, 0.667706, 2.29367, 4.58585
3.576, -0.0034614, 1.53632, 0.66764, 2.30114, 4.60078
3.586, -0.00347579, 1.54115, 0.667568, 2.30863, 4.61576
3.596, -0.00349019, 1.54599, 0.667498, 2.31612, 4.63075
3.606, -0.0035046, 1.55083, 0.667426, 2.32363, 4.64575
3.616, -0.00351904, 1.55568, 0.667355, 2.33114, 4.66077
3.626, -0.00353348, 1.56053, 0.667282, 2.33866, 4.67582
3.636, -0.00354793, 1.56538, 0.667213, 2.34617, 4.69085
3.646, -0.00356237, 1.57024, 0.667145, 2.35369, 4.70588
3.656, -0.00357688, 1.5751, 0.667069, 2.36125, 4.72099
3.666, -0.00359137, 1.57996, 0.666999, 2.36878, 4.73606
3.676, -0.00360586, 1.58483, 0.66693, 2.37633, 4.75115
3.686, -0.00362037, 1.5897, 0.666859, 2.38389, 4.76626
3.696, -0.00363493, 1.59457, 0.666785, 2.39146, 4.7814
3.706, -0.00364945, 1.59945, 0.666717, 2.39902, 4.79653
3.716, -0.00366399, 1.60433, 0.666647, 2.40659, 4.81167
3.726, -0.00367855, 1.60922, 0.666578, 2.41417, 4.82682
3.736, -0.00369313, 1.6141, 0.666508, 2.42175, 4.84199
3.746, -0.00370771, 1.61899, 0.666438, 2.42935, 4.85718
3.756, -0.00372231, 1.62389, 0.666369, 2.43695, 4.87237
3.766, -0.00373693, 1.62879, 0.666297, 2.44456, 4.8876
3.776, -0.00375155, 1.63369, 0.666229, 2.45217, 4.90281
3.786, -0.00376618, 1.63859, 0.66616, 2.45978, 4.91804
3.796, -0.00378083, 1.6435, 0.666091, 2.46741, 4.93329
3.806, -0.0037955, 1.64841, 0.66602, 2.47504, 4.94855
3.816, -0.00381019, 1.65332, 0.665949, 2.48269, 4.96384
3.826, -0.00382487, 1.65824, 0.665879, 2.49033, 4.97913
3.836, -0.00383957, 1.66316, 0.665809, 2.49798, 4.99444
3.846, -0.00385429, 1.66809, 0.665739, 2.50564, 5.00975
3.856, -0.00386903, 1.67301, 0.665667, 2.51332, 5.0251
3.866, -0.00388381, 1.67794, 0.665593, 2.52101, 5.04048
3.876, -0.00389856, 1.68288, 0.665523, 2.52869, 5.05583
3.886, -0.00391332, 1.68782, 0.665452, 2.53637, 5.07121
3.896, -0.00392812, 1.69276, 0.66538, 2.54407, 5.0866
3.906, -0.00394291, 1.6977, 0.66531, 2.55177, 5.102
3.916, -0.00395774, 1.70265, 0.665235, 2.55949, 5.11744
3.926, -0.00397257, 1.7076, 0.665164, 2.56721, 5.13287
